Prescription Drug Name,Drug Tier,Coverage Requirements and Limits
EFLOW SCF NEBULIZER HANDSET (nebulizers),Tier 3,
ELITE NEBULIZER SYSTEM (nebulizers),Tier 3,
HOMENEB WITH SIDESTREAM (nebulizers),Tier 3,
INNOSPIRE GO PORTABLE MESH NEB (nebulizers),Tier 3,
INSPIRATION ELITE COMPRESS/NEB (nebulizers),Tier 3,
INSPIRATION ELITE NEBULIZER (nebulizers),Tier 3,
INSPIRATION NEBULIZER SYSTEM (nebulizers),Tier 3,
LUMINEB II PISTON NEBULIZER (nebulizers),Tier 3,
MABIS COSMOCOMP NEBULIZER (nebulizers),Tier 3,
MICRO PLUS NEBULIZER (nebulizers),Tier 3,
MICROELITE COMPRESSOR NEB SYS (nebulizers),Tier 3,
MINI COMPRESSOR (nebulizers),Tier 3,
MINIELITE COMPRESSOR NEB SYS (nebulizers),Tier 3,
MISTERNEB COMPRESSOR NEBULIZER (nebulizers),Tier 3,
nebulizer,Tier 3,
OPTIONHOME NEBULIZER SYSTEM (nebulizers),Tier 3,
PARI BABY SIZE 1/PARI LC PLUS DEVICE (nebulizers),Tier 3,
PARI LC D NEBULIZER (nebulizers),Tier 3,
PARI LC PLUS (nebulizers),Tier 3,
PARI LC PLUS NEB SET PED MASK (nebulizers),Tier 3,
PARI LC STAR (nebulizers),Tier 3,
PARI PRONEB ULTRA II (nebulizers),Tier 3,
PHILLIPS WILLIS THE WHALE NEB (nebulizers),Tier 3,
PROCARE COMPRESSOR NEBULIZER (nebulizers),Tier 3,
PRONEB ULTRA II DELUXE/LC STAR (nebulizers),Tier 3,
BD INSULIN SYR ULTRAFINE II (insulin syringe-needle u-100),Tier 3,
BD INSULIN SYRINGE (insulin syringe-needle u-100),Tier 3,
BD INSULIN SYRINGE ULTRAFINE (insulin syringe-needle u-100),Tier 3,
crono syringe,Tier 3,
dialysis safety syringe/needle,Tier 3,
DROPLET INSULIN SYRINGE (insulin syringe-needle u-100),Tier 3,
easy comfort insulin syringe,Tier 3,
EASY TOUCH PEN NEEDLES (insulin pen needle),Tier 3,
elite-thin insulin syringe,Tier 3,
GLUCOPRO INSULIN SYRINGE (insulin syringe-needle u-100),Tier 3,
healthwise insulin syr/needle,Tier 3,
HM ULTICARE INSULIN SYRINGE (insulin syringe-needle u-100),Tier 3,
insulin syringe,Tier 3,
insulin syringe/needle,Tier 3,
kinray insulin syringe,Tier 3,
LUER LOCK SAFETY SYRINGES (syringe/needle (disp)),Tier 3,
"MAXICOMFORT SYR 27G X 1/2"" (insulin syringe-needle u-100)",Tier 3,
medic insulin syringe,Tier 3,
MONOJECT BLUNTIP SYR/CANNULA (syringe (disposable)),Tier 3,
MONOJECT CONTROL SYRINGE (syringe (disposable)),Tier 3,
MONOJECT LIFESHIELD SYRINGE (syringe/needle (disp)),Tier 3,
MONOJECT MAGELLAN SYRINGE (syringe/needle (disp)),Tier 3,
MONOJECT SYRINGE LUER LOCK (syringe (disposable)),Tier 3,
pen needles,Tier 3,
PRECISION SUREDOSE PLUS SYR (insulin syringe-needle u-100),Tier 3,
PRECISION SURE-DOSE SYRINGE (insulin syringe-needle u-100),Tier 3,
pure comfort pen needle,Tier 3,
reality insulin syringe,Tier 3,
safety insulin syringes,Tier 3,
safety syringe/needle,Tier 3,
safety syringes/needle,Tier 3,
SECURESAFE INSULIN SYRINGE (insulin syringe-needle u-100),Tier 3,
SECURESAFE SYRINGE/NEEDLE (syringe/needle (disp)),Tier 3,
SECURESAFE TUBERCULIN SYRINGE (tuberculin-allergy syringes),Tier 3,
SURE-JECT INSULIN SYRINGE (insulin syringe-needle u-100),Tier 3,
syringe,Tier 3,
syringe luer lock,Tier 3,
syringe luer slip,Tier 3,
syringe/hypodermic safety,Tier 3,
ULTICARE SYRINGE (syringe/needle (disp)),Tier 3,
ULTILET INSULIN SYRINGE (insulin syringe-needle u-100),Tier 3,
ULTILET INSULIN SYRINGE SHORT (insulin syringe-needle u-100),Tier 3,
ultra comfort insulin syringe,Tier 3,
VANISHPOINT INSULIN SYRINGE (insulin syringe-needle u-100),Tier 3,
VANISHPOINT SAFETY SYRINGE (syringe/needle (disp)),Tier 3,
VANISHPOINT SYRINGE (syringe/needle (disp)),Tier 3,
ASTHMAPACK I KIT (peak flow meter-inh assist dev),Tier 3,
ASTHMAPACK II KIT (peak flow meter-inh assist dev),Tier 3,
ASTHMAPACK III KIT (peak flow meter-inh assist dev),Tier 3,
pro comfort spacer adult,Tier 3,
pro comfort spacer child,Tier 3,
ergotamine-caffeine oral tablet,Tier 1,
MIGERGOT RECTAL SUPPOSITORY (ergotamine-caffeine),Tier 1,
dihydroergotamine mesylate nasal solution,Tier 2,QL (8 bottles per 30 days)
naratriptan hcl oral tablet,Tier 1,QL (9 tablets per 30 days)
rizatriptan benzoate oral tablet,Tier 1,QL (9 tablets per 30 days)
rizatriptan benzoate oral tablet dispersible,Tier 1,QL (9 tablets per 30 days)
sumatriptan succinate oral tablet,Tier 1,QL (9 tablets per 30 days)
sumatriptan succinate refill subcutaneous solution cartridge,Tier 2,QL (6 cartridges per 30 days)
sumatriptan succinate subcutaneous solution,Tier 2,QL (5 vial per 30 days)
sumatriptan succinate subcutaneous solution auto-injector 4 mg/0.5ml,Tier 2,QL (6 syringes per 30 days)
sumatriptan succinate subcutaneous solution auto-injector 6 mg/0.5ml,Tier 2,QL (6 cartriges per 30 days)
sumatriptan succinate subcutaneous solution prefilled syringe,Tier 2,QL (2 syringes per 30 days)
calcium + d3 oral tablet,Tier 1,
PRONUTRIENTS CALCIUM+D3 ORAL TABLET (calcium carb- cholecalciferol),Tier 1,
fluoritab oral tablet chewable,Tier 1; $0,
sodium fluoride (Ludent Oral Tablet Chewable),Tier 1; $0,
sodium fluoride (Nafrinse Oral Tablet Chewable),Tier 1; $0,
sodium fluoride oral solution,Tier 1; $0,
sodium fluoride oral tablet,Tier 1; $0,
sodium fluoride oral tablet chewable,Tier 1; $0,
EFFER-K ORAL TABLET EFFERVESCENT (potassium bicarb-citric acid),Tier 3,
pot bicarb-pot chloride oral tablet effervescent,Tier 1,
potassium bicarbonate (Effer-K Oral Tablet Effervescent),Tier 1,
potassium chloride (Klor-Con 10 Oral Tablet Extended Release),Tier 1,
potassium chloride crys er (Klor-Con M10 Oral Tablet Extended Release),Tier 1,
KLOR-CON M15 ORAL TABLET EXTENDED RELEASE (potassium chloride crys er),Tier 1,
potassium chloride crys er (Klor-Con M20 Oral Tablet Extended Release),Tier 1,
potassium chloride (Klor-Con Oral Tablet Extended Release),Tier 1,
potassium chloride (Klor-Con Sprinkle Oral Capsule Extended Release),Tier 1,
potassium bicarbonate (Klor-Con/Ef Oral Tablet Effervescent),Tier 1,
potassium bicarbonate (K-Prime Oral Tablet Effervescent),Tier 1,
potassium bicarbonate oral tablet effervescent,Tier 1,
potassium chloride crys er oral tablet extended release,Tier 1,
potassium chloride er oral capsule extended release,Tier 1,
potassium chloride er oral tablet extended release,Tier 1,
sodium chloride (pf) injection solution,Tier 1,
sodium chloride injection solution,Tier 1,
sodium chloride intravenous solution,Tier 1,
CAYSTON INHALATION SOLUTION RECONSTITUTED (aztreonam lysine),Tier 4,LD
lidocaine viscous hcl mouth/throat solution,Tier 1,QL (10 mL per 1 day)
clotrimazole mouth/throat lozenge,Tier 2,QL (5 tablet per 1 day)
clotrimazole mouth/throat troche,Tier 2,QL (5 tablet per 1 day)
nystatin mouth/throat suspension,Tier 1,
chlorhexidine gluconate mouth/throat solution,Tier 1,
chlorhexidine gluconate (Paroex Mouth/Throat Solution),Tier 1,
chlorhexidine gluconate (Periogard Mouth/Throat Solution),Tier 1,
sodium fluoride (Cavarest Dental Gel),Tier 1,
sodium fluoride (Clinpro 5000 Dental Paste),Tier 1,
sodium fluoride (Dentagel Dental Gel),Tier 1,
neutral sodium fluoride mouth/throat solution,Tier 1,
sf dental gel,Tier 1,
sodium fluoride 5000 ppm dental cream,Tier 1,
cevimeline hcl oral capsule,Tier 2,
triamcinolone acetonide (Oralone Mouth/Throat Paste),Tier 1,
triamcinolone acetonide mouth/throat paste,Tier 1,
b-plex oral tablet,Tier 1,
multivitamin/fluoride oral solution,Tier 1; $0,
multi-vitamin/fluoride oral solution,Tier 1; $0,
multivitamin/fluoride oral tablet chewable,Tier 1; $0,
multivitamins/fluoride oral tablet chewable,Tier 1; $0,
pediatric multivitamins-fl (Mvc-Fluoride Oral Tablet Chewable),Tier 1; $0,
polyvitamin/fluoride oral solution,Tier 3; $0,
adc/f (0.5mg/ml) oral solution,Tier 1; $0,
tri-vitamin/fluoride oral solution,Tier 1; $0,
tri-vite/fluoride oral solution,Tier 1; $0,
vitamins acd-fluoride oral solution,Tier 1; $0,
ATABEX EC ORAL TABLET DELAYED RELEASE (prenatal vit-dss-fe cbn-fa),Tier 2,
ATABEX OB ORAL TABLET (prenatal vit w/ fe bisg-fa),Tier 2,
BAL-CARE DHA ORAL (prenat-fepoly-fered-fa-omega 3),Tier 2,
CITRANATAL B-CALM ORAL (prenat w/o a fecbnfeglu-fa &b6),Tier 2,
completenate oral tablet chewable,Tier 2,
CO-NATAL FA ORAL TABLET (prenatal vit-fe fumarate-fa),Tier 2,
CONCEPT DHA ORAL CAPSULE (prenat-fefum-fepo-fa-omega 3),Tier 2,
CONCEPT OB ORAL CAPSULE (prenat w/o a vit-fefum-fepo-fa),Tier 2,
ELITE-OB ORAL TABLET (prenatal vit-iron carbonyl-fa),Tier 1,
FOLIVANE-OB ORAL CAPSULE (prenat w/o a vit-fefum-fepo-fa),Tier 2,
INATAL GT ORAL TABLET (prenatal vit-dss-fe cbn-fa),Tier 1,
M-VIT ORAL TABLET (prenatal vit-fe fumarate-fa),Tier 2,
MYNATAL ADVANCE ORAL TABLET (prenatal vit-dss-fe cbn-fa),Tier 2,
MYNATAL ORAL CAPSULE (prenatal multivit-min-fe-fa),Tier 2,
MYNATAL ORAL TABLET (prenatal vit-dss-fe cbn-fa),Tier 2,
mynatal plus oral tablet,Tier 2,
mynatal-z oral tablet,Tier 2,
mynate 90 plus oral tablet extended release,Tier 2,
NATALVIT ORAL TABLET (prenatal vit-fe fumarate-fa),Tier 2,
neonatal complete oral tablet,Tier 2,
NEONATAL PLUS ORAL TABLET (prenatal vit-fe fumarate-fa),Tier 2,
NIVA-PLUS ORAL TABLET (prenatal vit-fe fumarate-fa),Tier 2,
OBSTETRIX DHA ORAL (prenatal-fecbn-fa-dss-omega 3),Tier 2,
OBSTETRIX EC ORAL TABLET (prenatal vit-dss-fe cbn-fa),Tier 2,
OBTREX DHA ORAL (prenatal-fecbn-fa-dss-omega 3),Tier 2,
O-CAL PRENATAL ORAL TABLET (prenatal vit-fe fumarate-fa),Tier 2,
pnv folic acid + iron oral tablet,Tier 2,
pnv prenatal plus multivit+dha oral,Tier 2,
pnv prenatal plus multivitamin oral tablet,Tier 2,
pnv tabs 29-1 oral tablet,Tier 2,
PRENATA ORAL TABLET CHEWABLE (prenatal w/o a vit-fe fum-fa),Tier 2,
PRENATABS RX ORAL TABLET (prenatal vit-iron carbonyl-fa),Tier 1,
prenatal 19 oral tablet,Tier 1,
prenatal 19 oral tablet 29-1 mg,Tier 2,
prenatal 19 oral tablet chewable,Tier 1,
prenatal 19 oral tablet chewable 29-1 mg,Tier 2,
prenatal one daily oral tablet,Tier 2,
prenatal oral tablet,Tier 2,
prenatal plus iron oral tablet,Tier 2,
prenatal plus oral tablet,Tier 2,
prenatal vitamin plus low iron oral tablet,Tier 2,
PRENATAL-U ORAL CAPSULE (prenatal w/o a vit-fe fum-fa),Tier 2,
preplus oral tablet,Tier 2,
pretab oral tablet,Tier 2,
PROVIDA OB ORAL CAPSULE (prenat w/o a vit-fefum-fepo-fa),Tier 2,
SELECT-OB ORAL TABLET CHEWABLE (prenatal vit-fe psac cmplx- fa),Tier 2,
se-natal 19 oral tablet,Tier 2,
se-natal 19 oral tablet chewable,Tier 2,
TARON-C DHA ORAL CAPSULE (prenat-fefum-fepo-fa-omega 3),Tier 2,
thrivite rx oral tablet,Tier 2,
TRICARE ORAL TABLET (prenatal vit-fe fumarate-fa),Tier 2,
TRICARE PRENATAL DHA ONE ORAL CAPSULE (prenatal-fefum-fa- dss-fish oil),Tier 2,
trinatal rx 1 oral tablet,Tier 2,
TRINATE ORAL TABLET (prenatal vit-fe fumarate-fa),Tier 1,
tri-tabs dha oral,Tier 2,
VINATE CARE ORAL TABLET CHEWABLE (prenatal w/o a vit-fe fum-fa),Tier 2,
VINATE II ORAL TABLET (prenatal vit w/ fe bisg-fa),Tier 2,
VINATE M ORAL TABLET (prenatal vit-sel-fe fum-fa),Tier 2,
VINATE ONE ORAL TABLET (prenatal vit-fe fumarate-fa),Tier 2,
virt-c dha oral capsule,Tier 2,
VITAFOL GUMMIES ORAL TABLET CHEWABLE (prenatal vit-fe phos-fa-omega),Tier 2,
VITATHELY WITH GINGER ORAL TABLET (prenatal vit-fe fumarate- fa),Tier 2,
vol-plus oral tablet,Tier 2,
vol-tab rx oral tablet,Tier 2,
vp-heme ob + dha oral,Tier 2,
complete natal dha oral,Tier 2,
PR NATAL 400 EC ORAL (prenat-febis-fepro-fa-ca-omega),Tier 2,
PR NATAL 400 ORAL (prenat-febis-fepro-fa-ca-omega),Tier 2,
PR NATAL 430 EC ORAL (prenat-febis-fepro-fa-ca-omega),Tier 2,
PR NATAL 430 ORAL (prenat-febis-fepro-fa-ca-omega),Tier 2,
TRIVEEN-DUO DHA ORAL (prenat-febis-fepro-fa-ca-omega),Tier 2,
cadeau dha oral capsule,Tier 2,
OBSTETRIX ONE ORAL CAPSULE (prenat-fe-methyl-dss-dha w/o a),Tier 2,
prena 1 true oral,Tier 2,
TARON-PREX ORAL CAPSULE (prenat-fefum-dss-fa-dha w/o a),Tier 2,
baclofen oral tablet 10 mg,Tier 2,QL (3 tablets per 1 day)
baclofen oral tablet 20 mg,Tier 2,QL (4 tablets per 1 day)
chlorzoxazone oral tablet,Tier 1,
cyclobenzaprine hcl oral tablet,Tier 1,
tizanidine hcl oral capsule,Tier 1,
tizanidine hcl oral tablet,Tier 1,
dantrolene sodium oral capsule,Tier 2,
azelastine hcl nasal solution,Tier 1,QL (1 bottle per 28 days)
olopatadine hcl nasal solution,Tier 1,QL (1 bottle per 30 days)
fluticasone propionate nasal suspension,Tier 1,QL (1 bottle per 30 days)
triamcinolone acetonide nasal aerosol,Tier 1,QL (1 bottle per 30 days)
amino acids (Aminoamrms Oral Capsule),Tier 1,
dorzolamide hcl-timolol mal ophthalmic solution,Tier 1,
betaxolol hcl ophthalmic solution,Tier 1,
carteolol hcl ophthalmic solution,Tier 1,
timolol maleate ophthalmic gel forming solution,Tier 1,
timolol maleate ophthalmic solution,Tier 1,
PHOSPHOLINE IODIDE OPHTHALMIC SOLUTION RECONSTITUTED (echothiophate iodide),Tier 3,
ALOCRIL OPHTHALMIC SOLUTION (nedocromil sodium),Tier 3,ST; QL (1 bottle per 30 days)
ALOMIDE OPHTHALMIC SOLUTION (lodoxamide tromethamine),Tier 3,ST; QL (1 bottle per 30 days)
azelastine hcl ophthalmic solution,Tier 1,QL (1 bottle per 24 days)
cromolyn sodium ophthalmic solution,Tier 1,QL (1 bottle per 30 days)
epinastine hcl ophthalmic solution,Tier 1,QL (1 bottle per 30 days)
"olopatadine hcl ophthalmic solution 0.1 %, 0.2 %",Tier 2,ST; QL (1 bottle per 30 days)
bacitracin ophthalmic ointment,Tier 1,
BESIVANCE OPHTHALMIC SUSPENSION (besifloxacin hcl),Tier 3,
ciprofloxacin hcl ophthalmic solution,Tier 1,
erythromycin ophthalmic ointment,Tier 1,
GENTAK OPHTHALMIC OINTMENT (gentamicin sulfate),Tier 1,
gentamicin sulfate ophthalmic solution,Tier 1,
levofloxacin ophthalmic solution,Tier 1,
moxifloxacin hcl ophthalmic solution,Tier 1,
ofloxacin ophthalmic solution,Tier 1,
tobramycin ophthalmic solution,Tier 1,
ak-poly-bac ophthalmic ointment,Tier 1,
bacitracin-polymyxin b ophthalmic ointment,Tier 1,
neomycin-bacitracin zn-polymyx ophthalmic ointment,Tier 1,
neomycin-polymyxin-gramicidin ophthalmic solution,Tier 1,
neomycin-bacitracin zn-polymyx (Neo-Polycin Ophthalmic Ointment),Tier 1,
bacitracin-polymyxin b (Polycin Ophthalmic Ointment),Tier 1,
polymyxin b-trimethoprim ophthalmic solution,Tier 1,
ZIRGAN OPHTHALMIC GEL (ganciclovir),Tier 3,
dorzolamide hcl ophthalmic solution,Tier 1,
diclofenac sodium ophthalmic solution,Tier 1,
ketorolac tromethamine ophthalmic solution,Tier 1,
apraclonidine hcl ophthalmic solution,Tier 1,
brimonidine tartrate ophthalmic solution,Tier 1,
bacitra-neomycin-polymyxin-hc ophthalmic ointment,Tier 1,
neomycin-polymyxin-dexameth ophthalmic ointment,Tier 1,
neomycin-polymyxin-dexameth ophthalmic suspension,Tier 1,
neomycin-polymyxin-hc ophthalmic suspension,Tier 1,
bacitracin-polymyx-neo-hc (Neo-Polycin Hc Ophthalmic Ointment),Tier 1,
sulfacetamide-prednisolone ophthalmic solution,Tier 1,
tobramycin-dexamethasone ophthalmic suspension,Tier 1,
dexamethasone sodium phosphate ophthalmic solution,Tier 1,
fluorometholone ophthalmic suspension,Tier 1,
LOTEMAX OPHTHALMIC GEL (loteprednol etabonate),Tier 3,
LOTEMAX OPHTHALMIC OINTMENT (loteprednol etabonate),Tier 3,
loteprednol etabonate ophthalmic suspension,Tier 2,
prednisolone acetate ophthalmic suspension,Tier 1,
prednisolone sodium phosphate ophthalmic solution,Tier 1,
sulfacetamide sodium ophthalmic ointment,Tier 1,
sulfacetamide sodium ophthalmic solution,Tier 1,
bimatoprost ophthalmic solution,Tier 2,
latanoprost ophthalmic solution,Tier 1,
LUMIGAN OPHTHALMIC SOLUTION (bimatoprost),Tier 3,
TRAVATAN Z OPHTHALMIC SOLUTION (travoprost),Tier 3,
travoprost (bak free) ophthalmic solution,Tier 2,
acetic acid otic solution,Tier 1,
pramoxine-hc-chloroxylenol (Cortic-Nd Otic Solution),Tier 1,
exotic-hc otic solution,Tier 1,
ciprofloxacin hcl otic solution,Tier 1,
ofloxacin otic solution,Tier 1,
CIPRODEX OTIC SUSPENSION (ciprofloxacin-dexamethasone),Tier 3,
neomycin-polymyxin-hc otic solution,Tier 1,
neomycin-polymyxin-hc otic suspension,Tier 1,
hydrocortisone-acetic acid (Acetasol Hc Otic Solution),Tier 2,
fluocinolone acetonide otic oil,Tier 1,
hydrocortisone-acetic acid otic solution,Tier 2,
methylergonovine maleate (Methergine Oral Tablet),Tier 1,
methylergonovine maleate oral tablet,Tier 1,
XOFLUZA (40 MG DOSE) ORAL TABLET THERAPY PACK (baloxavir marboxil),Tier 3,QL (1 dose pack per 90 days)
XOFLUZA (80 MG DOSE) ORAL TABLET THERAPY PACK (baloxavir marboxil),Tier 3,QL (1 dose pack per 90 days)
HYQVIA SUBCUTANEOUS KIT (immune globulin-hyaluronidase),Tier 4,PA; SP
amoxicillin oral capsule,Tier 1,
amoxicillin oral suspension reconstituted,Tier 1,
amoxicillin oral tablet,Tier 1,
amoxicillin oral tablet chewable,Tier 1,
ampicillin oral capsule,Tier 1,
penicillin v potassium oral solution reconstituted,Tier 1,
penicillin v potassium oral tablet,Tier 1,
amoxicillin-pot clavulanate er oral tablet extended release 12 hour,Tier 1,
amoxicillin-pot clavulanate oral suspension reconstituted,Tier 1,
amoxicillin-pot clavulanate oral tablet,Tier 1,
amoxicillin-pot clavulanate oral tablet chewable,Tier 1,
dicloxacillin sodium oral capsule,Tier 1,
SUSPENDRX W/BITTERBLOC SWEET ORAL SUSPENSION (oral vehicles),Tier 2,
SUSPENDRX W/BITTERBLOC UNSWEET ORAL SUSPENSION (oral vehicles),Tier 2,
ZYDELIG ORAL TABLET (idelalisib),Tier 4; OC,PA; SP; LD; QL (2 tablets per 1 day)
LYNPARZA ORAL TABLET (olaparib),Tier 4; OC,PA; SP; LD; QL (4 tablets per 1 day)
LYNPARZA ORAL TABLET (olaparib),Tier 4; OC,PA; SP; LD; QL (4 tablets per 1 day)
sodium polystyrene sulfonate (Kionex Oral Suspension),Tier 2,
sodium polystyrene sulfonate oral powder,Tier 2,
sodium polystyrene sulfonate oral suspension,Tier 2,
sodium polystyrene sulfonate rectal suspension,Tier 2,
sodium polystyrene sulfonate (Sps Oral Suspension),Tier 2,
medroxyprogesterone acetate oral tablet,Tier 1,QL (1 tablet per 1 day)
norethindrone acetate oral tablet,Tier 1,
progesterone micronized oral capsule 100 mg,Tier 1,QL (2 capsules per 1 day)
progesterone micronized oral capsule 200 mg,Tier 1,QL (1 capsule per 1 day)
acamprosate calcium oral tablet delayed release,Tier 2,QL (6 tablets per 1 day)
disulfiram oral tablet,Tier 1,
galantamine hydrobromide er oral capsule extended release 24 hour,Tier 2,
galantamine hydrobromide oral solution,Tier 2,
galantamine hydrobromide oral tablet,Tier 2,
rivastigmine tartrate oral capsule,Tier 2,
SAVELLA ORAL TABLET (milnacipran hcl),Tier 3,QL (2 tablets per 1 day)
SAVELLA TITRATION PACK ORAL (milnacipran hcl),Tier 3,QL (1 pack per 365 days)
AVONEX PEN INTRAMUSCULAR AUTO-INJECTOR KIT (interferon beta-1a),Tier 4,PA; SP
AVONEX PREFILLED INTRAMUSCULAR PREFILLED SYRINGE KIT (interferon beta-1a),Tier 4,PA; SP
EXTAVIA SUBCUTANEOUS KIT (interferon beta-1b),Tier 4,PA; SP
PLEGRIDY STARTER PACK SUBCUTANEOUS SOLUTION PEN- INJECTOR (peginterferon beta-1a),Tier 4,PA; SP; LD
PLEGRIDY STARTER PACK SUBCUTANEOUS SOLUTION PREFILLED SYRINGE (peginterferon beta-1a),Tier 4,PA; SP; LD
PLEGRIDY SUBCUTANEOUS SOLUTION PEN-INJECTOR (peginterferon beta-1a),Tier 4,PA; SP; LD
PLEGRIDY SUBCUTANEOUS SOLUTION PREFILLED SYRINGE (peginterferon beta-1a),Tier 4,PA; SP; LD
REBIF REBIDOSE SUBCUTANEOUS SOLUTION AUTO-INJECTOR (interferon beta-1a),Tier 4,PA; SP
REBIF REBIDOSE TITRATION PACK SUBCUTANEOUS SOLUTION AUTO-INJECTOR (interferon beta-1a),Tier 4,PA; SP
REBIF SUBCUTANEOUS SOLUTION PREFILLED SYRINGE (interferon beta-1a),Tier 4,PA; SP
REBIF TITRATION PACK SUBCUTANEOUS SOLUTION PREFILLED SYRINGE (interferon beta-1a),Tier 4,PA; SP
memantine hcl oral solution,Tier 2,
memantine hcl oral tablet,Tier 2,
fluoxetine hcl (pmdd) oral tablet 10 mg,Tier 1,DO
fluoxetine hcl (pmdd) oral tablet 20 mg,Tier 1,QL (4 tablets per 1 day)
ergoloid mesylates oral tablet,Tier 2,
pimozide oral tablet,Tier 2,
bupropion hcl er (smoking det) oral tablet extended release 12 hour,Tier 1; $0,QL (2 tablets per 1 day)
CHANTIX CONTINUING MONTH PAK ORAL TABLET (varenicline tartrate),Tier 3; $0,QL (2 tablets per 1 day)
"CHANTIX ORAL TABLET 0.5 MG, 1 MG (varenicline tartrate)",Tier 3; $0,QL (2 tablets per 1 day)
CHANTIX STARTING MONTH PAK ORAL TABLET (varenicline tartrate),Tier 3; $0,QL (1 dose pack per 365 days)
NICOTROL INHALATION INHALER (nicotine),Tier 3; $0,
NICOTROL NS NASAL SOLUTION (nicotine),Tier 3; $0,
GILENYA ORAL CAPSULE (fingolimod hcl),Tier 4,PA; SP; QL (1 capsule per 1 day)
OFEV ORAL CAPSULE (nintedanib esylate),Tier 4,PA; SP; LD; QL (2 capsules per 1 day)
KALYDECO ORAL PACKET 25 MG (ivacaftor),Tier 4,PA; LD; QL (2 packets per 1 day)
"KALYDECO ORAL PACKET 50 MG, 75 MG (ivacaftor)",Tier 4,PA; LD; QL (2 packets per 1 day)
KALYDECO ORAL TABLET (ivacaftor),Tier 4,PA; LD; QL (2 tablets per 1 day)
nefazodone hcl oral tablet,Tier 1,
trazodone hcl oral tablet,Tier 1,
SYNJARDY ORAL TABLET (empagliflozin-metformin hcl),Tier 2,ST; QL (2 tablets per 1 day)
"XIGDUO XR ORAL TABLET EXTENDED RELEASE 24 HOUR 10-1000 MG, 10-500 MG, 5-500 MG (dapagliflozin-metformin hcl)",Tier 3,ST; QL (1 tablet per 1 day)
"XIGDUO XR ORAL TABLET EXTENDED RELEASE 24 HOUR 2.5- 1000 MG, 5-1000 MG (dapagliflozin-metformin hcl)",Tier 3,ST; QL (2 tablets per 1 day)
triamcinolone acetonide (Oralone Mouth/Throat Paste),Tier 1,
triamcinolone acetonide mouth/throat paste,Tier 1,
sulfadiazine oral tablet,Tier 2,
avidoxy oral tablet,Tier 1,
minocycline hcl (Coremino Oral Tablet Extended Release 24 Hour),Tier 1,ST
demeclocycline hcl oral tablet,Tier 2,
doxycycline hyclate oral capsule,Tier 1,
doxycycline hyclate oral tablet,Tier 1,
doxycycline hyclate oral tablet delayed release,Tier 1,PA
doxycycline monohydrate oral capsule,Tier 1,
doxycycline monohydrate oral suspension reconstituted,Tier 1,
doxycycline monohydrate oral tablet,Tier 1,
minocycline hcl er oral tablet extended release 24 hour,Tier 1,ST
minocycline hcl oral capsule,Tier 1,
minocycline hcl oral tablet,Tier 1,
doxycycline hyclate (Morgidox Oral Capsule),Tier 1,
tetracycline hcl oral capsule,Tier 1,
methimazole oral tablet,Tier 1,
propylthiouracil oral tablet,Tier 1,
levothyroxine sodium (Euthyrox Oral Tablet),Tier 1,
levothyroxine sodium (Levo-T Oral Tablet),Tier 1,
levothyroxine sodium oral tablet,Tier 1,
levothyroxine sodium (Levoxyl Oral Tablet),Tier 1,
liothyronine sodium oral tablet,Tier 1,
NATURE-THROID ORAL TABLET (thyroid),Tier 1,
np thyroid oral tablet,Tier 1,
SYNTHROID ORAL TABLET (levothyroxine sodium),Tier 1,
thyroid oral tablet,Tier 1,
levothyroxine sodium (Unithroid Oral Tablet),Tier 1,
WESTHROID ORAL TABLET (thyroid),Tier 1,
ADACEL INTRAMUSCULAR SUSPENSION (tetanus-diphth-acell pertussis),Tier 3; $0,
BOOSTRIX INTRAMUSCULAR SUSPENSION (tetanus-diphth-acell pertussis),Tier 3; $0,
DAPTACEL INTRAMUSCULAR SUSPENSION (diphth-acell pertussis-tetanus),Tier 3; $0,
diphtheria-tetanus toxoids dt intramuscular suspension,Tier 3; $0,
INFANRIX INTRAMUSCULAR SUSPENSION (diphth-acell pertussis- tetanus),Tier 3; $0,
KINRIX INTRAMUSCULAR SUSPENSION (dtap-ipv vaccine),Tier 3; $0,
PEDIARIX INTRAMUSCULAR SUSPENSION (dtap-hepatitis b recomb-ipv),Tier 3; $0,
PENTACEL INTRAMUSCULAR SUSPENSION RECONSTITUTED (dtap-ipv-hib vaccine),Tier 3; $0,
QUADRACEL INTRAMUSCULAR SUSPENSION (dtap-ipv vaccine),Tier 3; $0,
TDVAX INTRAMUSCULAR SUSPENSION (tetanus-diphtheria toxoids td),Tier 3; $0,
TENIVAC INTRAMUSCULAR INJECTABLE (tetanus-diphtheria toxoids td),Tier 3; $0,
dicyclomine hcl oral capsule,Tier 1,
dicyclomine hcl oral solution,Tier 1,
dicyclomine hcl oral tablet,Tier 1,
hyoscyamine sulfate er oral tablet extended release 12 hour,Tier 1,
hyoscyamine sulfate sl sublingual tablet sublingual,Tier 1,
cimetidine 200 oral tablet,Tier 1,
cimetidine hcl oral solution,Tier 1,
cimetidine oral tablet,Tier 1,
cvs heartburn relief oral tablet,Tier 1,
famotidine oral suspension reconstituted,Tier 1,
famotidine oral tablet,Tier 1,
gnp heartburn relief oral tablet,Tier 1,
hm famotidine oral tablet,Tier 1,
px acid reducer max st oral tablet,Tier 1,
sb cimetidine oral tablet,Tier 1,
