Prescription Drug Name,Drug Tier,Coverage Requirements and Limits,Insurer
nefazodone hcl oral tablet,Tier 1,,Anthem-Blue-Cross
trazodone hcl oral tablet,Tier 1,,Anthem-Blue-Cross
phenelzine sulfate oral tablet,Tier 1,,Anthem-Blue-Cross
tranylcypromine sulfate oral tablet,Tier 1,,Anthem-Blue-Cross
citalopram hydrobromide oral solution,Tier 1,QL (20 mL per 1 day),Anthem-Blue-Cross
"citalopram hydrobromide oral tablet 10 mg, 20 mg",Tier 1,DO,Anthem-Blue-Cross
citalopram hydrobromide oral tablet 40 mg,Tier 1,QL (1 tablet per 1 day),Anthem-Blue-Cross
escitalopram oxalate oral solution,Tier 1,QL (20 mL per 1 day),Anthem-Blue-Cross
"escitalopram oxalate oral tablet 10 mg, 5 mg",Tier 1,DO,Anthem-Blue-Cross
escitalopram oxalate oral tablet 20 mg,Tier 1,QL (1 tablet per 1 day),Anthem-Blue-Cross
fluoxetine hcl oral capsule 10 mg,Tier 1,DO,Anthem-Blue-Cross
fluoxetine hcl oral capsule 20 mg,Tier 1,QL (4 capsules per 1 day),Anthem-Blue-Cross
fluoxetine hcl oral capsule 40 mg,Tier 1,QL (2 capsule per 1 day),Anthem-Blue-Cross
fluoxetine hcl oral capsule delayed release,Tier 1,QL (4 capsules per 28 days),Anthem-Blue-Cross
fluoxetine hcl oral solution,Tier 1,QL (20 mL per 1 day),Anthem-Blue-Cross
fluoxetine hcl oral tablet 10 mg,Tier 1,DO,Anthem-Blue-Cross
fluoxetine hcl oral tablet 20 mg,Tier 1,QL (4 tablets per 1 day),Anthem-Blue-Cross
paroxetine hcl er oral tablet extended release 24 hour 12.5 mg,Tier 1,DO,Anthem-Blue-Cross
"paroxetine hcl er oral tablet extended release 24 hour 25 mg, 37.5 mg",Tier 1,QL (2 tablets per 1 day),Anthem-Blue-Cross
"paroxetine hcl oral tablet 10 mg, 20 mg",Tier 1,DO,Anthem-Blue-Cross
paroxetine hcl oral tablet 30 mg,Tier 1,QL (2 tablets per 1 day),Anthem-Blue-Cross
paroxetine hcl oral tablet 40 mg,Tier 1,QL (1.5 tablets per 1 day),Anthem-Blue-Cross
sertraline hcl oral concentrate,Tier 1,QL (10 mL per 1 day),Anthem-Blue-Cross
sertraline hcl oral tablet 100 mg,Tier 1,QL (2 tablets per 1 day),Anthem-Blue-Cross
"sertraline hcl oral tablet 25 mg, 50 mg",Tier 1,DO,Anthem-Blue-Cross
desvenlafaxine succinate er oral tablet extended release 24 hour 100 mg,Tier 1,QL (1 tablet per 1 day),Anthem-Blue-Cross
"desvenlafaxine succinate er oral tablet extended release 24 hour 25 mg, 50 mg",Tier 1,DO,Anthem-Blue-Cross
"duloxetine hcl oral capsule delayed release particles 20 mg, 60 mg",Tier 2,QL (2 capsules per 1 day),Anthem-Blue-Cross
duloxetine hcl oral capsule delayed release particles 30 mg,Tier 2,DO,Anthem-Blue-Cross
duloxetine hcl oral capsule delayed release particles 40 mg,Tier 2,QL (3 capsules per 1 day),Anthem-Blue-Cross
venlafaxine hcl er oral capsule extended release 24 hour 150 mg,Tier 1,QL (1 capsule per 1 day),Anthem-Blue-Cross
"venlafaxine hcl er oral capsule extended release 24 hour 37.5 mg, 75 mg",Tier 1,DO,Anthem-Blue-Cross
"venlafaxine hcl er oral tablet extended release 24 hour 150 mg, 225 mg",Tier 1,QL (1 tablet per 1 day),Anthem-Blue-Cross
"venlafaxine hcl er oral tablet extended release 24 hour 37.5 mg, 75 mg",Tier 1,DO,Anthem-Blue-Cross
venlafaxine hcl oral tablet,Tier 1,QL (3 tablets per 1 day),Anthem-Blue-Cross
amitriptyline hcl oral tablet,Tier 1,,Anthem-Blue-Cross
amoxapine oral tablet,Tier 1,,Anthem-Blue-Cross
clomipramine hcl oral capsule,Tier 2,,Anthem-Blue-Cross
desipramine hcl oral tablet,Tier 2,,Anthem-Blue-Cross
doxepin hcl oral capsule,Tier 1,,Anthem-Blue-Cross
doxepin hcl oral concentrate,Tier 1,,Anthem-Blue-Cross
imipramine hcl oral tablet,Tier 1,,Anthem-Blue-Cross
nortriptyline hcl oral capsule,Tier 1,,Anthem-Blue-Cross
nortriptyline hcl oral solution,Tier 1,,Anthem-Blue-Cross
protriptyline hcl oral tablet,Tier 2,,Anthem-Blue-Cross
trimipramine maleate oral capsule,Tier 1,,Anthem-Blue-Cross
acarbose oral tablet,Tier 1,,Anthem-Blue-Cross
metformin hcl er oral tablet extended release 24 hour,Tier 1,,Anthem-Blue-Cross
metformin hcl oral tablet,Tier 1,,Anthem-Blue-Cross
GLUCAGEN HYPOKIT INJECTION SOLUTION RECONSTITUTED (glucagon hcl (rdna)),Tier 2,,Anthem-Blue-Cross
GLUCAGON EMERGENCY INJECTION KIT (glucagon (rdna)),Tier 2,,Anthem-Blue-Cross
alogliptin benzoate oral tablet,Tier 1,ST; QL (1 tablet per 1 day),Anthem-Blue-Cross
JANUVIA ORAL TABLET (sitagliptin phosphate),Tier 2,ST; QL (1 tablet per 1 day),Anthem-Blue-Cross
ONGLYZA ORAL TABLET (saxagliptin hcl),Tier 3,ST; QL (1 tablet per 1 day),Anthem-Blue-Cross
TRADJENTA ORAL TABLET (linagliptin),Tier 2,ST; DO,Anthem-Blue-Cross
JANUMET ORAL TABLET (sitagliptin-metformin hcl),Tier 2,ST; QL (2 tablets per 1 day),Anthem-Blue-Cross
JANUMET XR ORAL TABLET EXTENDED RELEASE 24 HOUR 100- 1000 MG (sitagliptin-metformin hcl),Tier 2,ST; QL (1 tablet per 1 day),Anthem-Blue-Cross
"JANUMET XR ORAL TABLET EXTENDED RELEASE 24 HOUR 50- 1000 MG, 50-500 MG (sitagliptin-metformin hcl)",Tier 2,ST; QL (2 tablets per 1 day),Anthem-Blue-Cross
JENTADUETO ORAL TABLET (linagliptin-metformin hcl),Tier 2,ST; QL (2 tablets per 1 day),Anthem-Blue-Cross
HUMALOG JUNIOR KWIKPEN SUBCUTANEOUS SOLUTION PEN- INJECTOR (insulin lispro),Tier 2,QL (30 mL per 30 days),Anthem-Blue-Cross
HUMALOG KWIKPEN SUBCUTANEOUS SOLUTION PEN-INJECTOR (insulin lispro),Tier 2,QL (30 mL per 30 days),Anthem-Blue-Cross
HUMALOG MIX 50/50 KWIKPEN SUBCUTANEOUS SUSPENSION PEN-INJECTOR (insulin lispro prot & lispro),Tier 2,QL (30 mL per 30 days),Anthem-Blue-Cross
HUMALOG MIX 50/50 SUBCUTANEOUS SUSPENSION (insulin lispro prot & lispro),Tier 2,QL (30 mL per 30 days),Anthem-Blue-Cross
HUMALOG MIX 75/25 KWIKPEN SUBCUTANEOUS SUSPENSION PEN-INJECTOR (insulin lispro prot & lispro),Tier 2,QL (30 mL per 30 days),Anthem-Blue-Cross
HUMALOG MIX 75/25 SUBCUTANEOUS SUSPENSION (insulin lispro prot & lispro),Tier 2,QL (30 mL per 30 days),Anthem-Blue-Cross
HUMALOG SUBCUTANEOUS SOLUTION (insulin lispro),Tier 2,QL (30 mL per 30 days),Anthem-Blue-Cross
HUMALOG SUBCUTANEOUS SOLUTION CARTRIDGE (insulin lispro),Tier 2,QL (30 mL per 30 days),Anthem-Blue-Cross
HUMULIN 70/30 KWIKPEN SUBCUTANEOUS SUSPENSION PEN- INJECTOR (insulin nph isophane & regular),Tier 2,QL (30 mL per 30 days),Anthem-Blue-Cross
HUMULIN 70/30 SUBCUTANEOUS SUSPENSION (insulin nph isophane & regular),Tier 2,QL (30 mL per 30 days),Anthem-Blue-Cross
HUMULIN N KWIKPEN SUBCUTANEOUS SUSPENSION PEN- INJECTOR (insulin nph human (isophane)),Tier 2,QL (30 mL per 30 days),Anthem-Blue-Cross
HUMULIN N SUBCUTANEOUS SUSPENSION (insulin nph human (isophane)),Tier 2,QL (30 mL per 30 days),Anthem-Blue-Cross
HUMULIN R INJECTION SOLUTION (insulin regular human),Tier 2,QL (30 mL per 30 days),Anthem-Blue-Cross
HUMULIN R U-500 (CONCENTRATED) SUBCUTANEOUS SOLUTION (insulin regular human),Tier 2,PA; QL (20 mL per 30 days),Anthem-Blue-Cross
HUMULIN R U-500 KWIKPEN SUBCUTANEOUS SOLUTION PEN- INJECTOR (insulin regular human),Tier 2,PA; QL (18 mL per 30 days),Anthem-Blue-Cross
insulin lispro (1 unit dial) subcutaneous solution pen-injector,Tier 2,QL (30 mL per 30 days),Anthem-Blue-Cross
insulin lispro subcutaneous solution,Tier 2,QL (30 mL per 30 days),Anthem-Blue-Cross
LANTUS SOLOSTAR SUBCUTANEOUS SOLUTION PEN-INJECTOR (insulin glargine),Tier 2,QL (30 mL per 30 days),Anthem-Blue-Cross
LANTUS SUBCUTANEOUS SOLUTION (insulin glargine),Tier 2,QL (30 mL per 30 days),Anthem-Blue-Cross
NOVOLIN N FLEXPEN RELION SUBCUTANEOUS SUSPENSION PEN-INJECTOR (insulin nph human (isophane)),Tier 2,QL (30 mL per 30 days),Anthem-Blue-Cross
NOVOLIN N FLEXPEN SUBCUTANEOUS SUSPENSION PEN- INJECTOR (insulin nph human (isophane)),Tier 2,QL (30 mL per 30 days),Anthem-Blue-Cross
NOVOLIN R FLEXPEN INJECTION SOLUTION PEN-INJECTOR (insulin regular human),Tier 2,QL (30 mL per 30 days),Anthem-Blue-Cross
NOVOLIN R FLEXPEN RELION INJECTION SOLUTION PEN- INJECTOR (insulin regular human),Tier 2,QL (30 mL per 30 days),Anthem-Blue-Cross
OZEMPIC (0.25 OR 0.5 MG/DOSE) SUBCUTANEOUS SOLUTION PEN-INJECTOR (semaglutide),Tier 3,ST; QL (1 pen per 28 days),Anthem-Blue-Cross
OZEMPIC (1 MG/DOSE) SUBCUTANEOUS SOLUTION PEN- INJECTOR (semaglutide),Tier 3,ST; QL (2 pens per 28 days),Anthem-Blue-Cross
TRULICITY SUBCUTANEOUS SOLUTION PEN-INJECTOR (dulaglutide),Tier 3,ST; QL (4 pens per 28 days),Anthem-Blue-Cross
VICTOZA SUBCUTANEOUS SOLUTION PEN-INJECTOR (liraglutide),Tier 2,ST; QL (1 box (2 pens) per 30 days),Anthem-Blue-Cross
FARXIGA ORAL TABLET (dapagliflozin propanediol),Tier 3,ST; QL (1 tablet per 1 day),Anthem-Blue-Cross
JARDIANCE ORAL TABLET (empagliflozin),Tier 2,ST; QL (1 tablet per 1 day),Anthem-Blue-Cross
glipizide-metformin hcl oral tablet,Tier 1,,Anthem-Blue-Cross
glyburide-metformin oral tablet,Tier 1,,Anthem-Blue-Cross
glimepiride oral tablet,Tier 1,,Anthem-Blue-Cross
glipizide er oral tablet extended release 24 hour,Tier 1,,Anthem-Blue-Cross
glipizide oral tablet,Tier 1,,Anthem-Blue-Cross
glipizide xl oral tablet extended release 24 hour,Tier 1,,Anthem-Blue-Cross
glyburide oral tablet,Tier 1,,Anthem-Blue-Cross
tolbutamide oral tablet,Tier 2,,Anthem-Blue-Cross
pioglitazone hcl oral tablet,Tier 1,QL (1 tablet per 1 day),Anthem-Blue-Cross
diphenoxylate-atropine oral liquid,Tier 1,,Anthem-Blue-Cross
diphenoxylate-atropine oral tablet,Tier 1,,Anthem-Blue-Cross
MOTOFEN ORAL TABLET (difenoxin-atropine),Tier 3,,Anthem-Blue-Cross
CHEMET ORAL CAPSULE (succimer),Tier 3,,Anthem-Blue-Cross
naloxone hcl injection solution,Tier 2,QL (6 vial per 90 days),Anthem-Blue-Cross
naloxone hcl injection solution cartridge,Tier 2,QL (6 syringes per 90 days),Anthem-Blue-Cross
naloxone hcl injection solution prefilled syringe,Tier 2,QL (6 syringes per 90 days),Anthem-Blue-Cross
naltrexone hcl oral tablet,Tier 1,,Anthem-Blue-Cross
ondansetron hcl oral solution,Tier 2,QL (8 mL per 1 day),Anthem-Blue-Cross
ondansetron hcl oral tablet 24 mg,Tier 2,QL (8 tablets per 30 days),Anthem-Blue-Cross
ondansetron hcl oral tablet 4 mg,Tier 2,QL (48 tablets per 30 days),Anthem-Blue-Cross
ondansetron hcl oral tablet 8 mg,Tier 2,QL (24 tablets per 30 days),Anthem-Blue-Cross
ondansetron oral tablet dispersible 4 mg,Tier 2,QL (48 tablets per 30 days),Anthem-Blue-Cross
ondansetron oral tablet dispersible 8 mg,Tier 2,QL (24 tablets per 30 days),Anthem-Blue-Cross
palonosetron hcl intravenous solution,Tier 2,,Anthem-Blue-Cross
palonosetron hcl intravenous solution prefilled syringe,Tier 2,,Anthem-Blue-Cross
meclizine hcl oral tablet,Tier 1,,Anthem-Blue-Cross
scopolamine transdermal patch 72 hour,Tier 2,,Anthem-Blue-Cross
trimethobenzamide hcl oral capsule,Tier 1,,Anthem-Blue-Cross
bio-statin oral powder,Tier 1,,Anthem-Blue-Cross
flucytosine oral capsule,Tier 2,PA,Anthem-Blue-Cross
griseofulvin microsize oral suspension,Tier 1,,Anthem-Blue-Cross
griseofulvin microsize oral tablet,Tier 1,,Anthem-Blue-Cross
griseofulvin ultramicrosize oral tablet,Tier 1,,Anthem-Blue-Cross
nystatin oral tablet,Tier 1,,Anthem-Blue-Cross
terbinafine hcl oral tablet,Tier 1,QL (1 tablet per 1 day),Anthem-Blue-Cross
ketoconazole oral tablet,Tier 1,QL (2 tablets per 1 day),Anthem-Blue-Cross
fluconazole oral suspension reconstituted 10 mg/ml,Tier 1,QL (40 mL per 1 day),Anthem-Blue-Cross
fluconazole oral suspension reconstituted 40 mg/ml,Tier 1,QL (10 mL per 1 day),Anthem-Blue-Cross
fluconazole oral tablet 100 mg,Tier 1,QL (4 tablets per 1 day),Anthem-Blue-Cross
"fluconazole oral tablet 150 mg, 200 mg",Tier 1,QL (2 tablets per 1 day),Anthem-Blue-Cross
fluconazole oral tablet 50 mg,Tier 1,QL (8 tablets per 1 day),Anthem-Blue-Cross
itraconazole oral capsule,Tier 2,PA; QL (126 capsules per 30 days),Anthem-Blue-Cross
carbinoxamine maleate oral solution,Tier 1,,Anthem-Blue-Cross
carbinoxamine maleate oral tablet,Tier 1,,Anthem-Blue-Cross
clemastine fumarate oral tablet,Tier 1,,Anthem-Blue-Cross
diphenhydramine hcl injection solution,Tier 2,,Anthem-Blue-Cross
diphenhydramine hcl oral capsule,Tier 1,,Anthem-Blue-Cross
allergy 24-hr oral tablet,Tier 1,,Anthem-Blue-Cross
desloratadine oral tablet,Tier 1,,Anthem-Blue-Cross
desloratadine oral tablet dispersible,Tier 1,,Anthem-Blue-Cross
hm fexofenadine hcl oral tablet,Tier 1,,Anthem-Blue-Cross
levocetirizine dihydrochloride oral solution,Tier 1,,Anthem-Blue-Cross
levocetirizine dihydrochloride oral tablet,Tier 1,,Anthem-Blue-Cross
qc fexofenadine hydrochloride oral tablet,Tier 1,,Anthem-Blue-Cross
sm fexofenadine hcl oral tablet,Tier 1,,Anthem-Blue-Cross
promethazine hcl (Phenadoz Rectal Suppository),Tier 2,,Anthem-Blue-Cross
promethazine hcl oral solution,Tier 1,,Anthem-Blue-Cross
promethazine hcl oral syrup,Tier 1,,Anthem-Blue-Cross
promethazine hcl oral tablet,Tier 1,,Anthem-Blue-Cross
promethazine hcl rectal suppository,Tier 2,,Anthem-Blue-Cross
PROMETHEGAN RECTAL SUPPOSITORY (promethazine hcl),Tier 2,,Anthem-Blue-Cross
cyproheptadine hcl oral syrup,Tier 1,,Anthem-Blue-Cross
omega-3-acid ethyl esters oral capsule,Tier 1,QL (4 capsules per 1 day),Anthem-Blue-Cross
colesevelam hcl oral packet,Tier 2,QL (1 packet per 1 day),Anthem-Blue-Cross
colesevelam hcl oral tablet,Tier 2,QL (6 tablets per 1 day),Anthem-Blue-Cross
"fenofibrate micronized oral capsule 130 mg, 43 mg",Tier 1,,Anthem-Blue-Cross
"fenofibrate micronized oral capsule 134 mg, 200 mg, 67 mg",Tier 1,QL (1 capsule per 1 day),Anthem-Blue-Cross
"fenofibrate oral capsule 134 mg, 150 mg, 200 mg, 50 mg, 67 mg",Tier 1,QL (1 capsule per 1 day),Anthem-Blue-Cross
"fenofibrate oral tablet 145 mg, 160 mg, 48 mg, 54 mg",Tier 1,QL (1 tablet per 1 day),Anthem-Blue-Cross
"fenofibric acid oral capsule delayed release 135 mg, 45 mg",Tier 1,QL (1 capsule per 1 day),Anthem-Blue-Cross
fenofibric acid oral tablet,Tier 1,QL (1 tablet per 1 day),Anthem-Blue-Cross
gemfibrozil oral tablet,Tier 1,,Anthem-Blue-Cross
"atorvastatin calcium oral tablet 10 mg, 20 mg",Tier 1; $0,DO,Anthem-Blue-Cross
atorvastatin calcium oral tablet 40 mg,Tier 1,DO,Anthem-Blue-Cross
atorvastatin calcium oral tablet 80 mg,Tier 1,QL (1 tablet per 1 day),Anthem-Blue-Cross
fluvastatin sodium er oral tablet extended release 24 hour,Tier 1; $0,QL (1 tablet per 1 day),Anthem-Blue-Cross
fluvastatin sodium oral capsule,Tier 1; $0,DO,Anthem-Blue-Cross
"lovastatin oral tablet 10 mg, 20 mg",Tier 1; $0,DO,Anthem-Blue-Cross
lovastatin oral tablet 40 mg,Tier 1; $0,QL (2 tablets per 1 day),Anthem-Blue-Cross
"pravastatin sodium oral tablet 10 mg, 20 mg, 40 mg",Tier 1; $0,DO,Anthem-Blue-Cross
pravastatin sodium oral tablet 80 mg,Tier 1; $0,QL (1 tablet per 1 day),Anthem-Blue-Cross
"rosuvastatin calcium oral tablet 10 mg, 5 mg",Tier 2; $0,DO,Anthem-Blue-Cross
rosuvastatin calcium oral tablet 20 mg,Tier 2,DO,Anthem-Blue-Cross
rosuvastatin calcium oral tablet 40 mg,Tier 2,QL (1 tablet per 1 day),Anthem-Blue-Cross
"simvastatin oral tablet 10 mg, 20 mg, 40 mg, 5 mg",Tier 1; $0,DO,Anthem-Blue-Cross
simvastatin oral tablet 80 mg,Tier 1,PA; QL (1 tablet per 1 day),Anthem-Blue-Cross
"niacin er (antihyperlipidemic) oral tablet extended release 1000 mg, 750 mg",Tier 1,QL (2 tablets per 1 day),Anthem-Blue-Cross
niacin er (antihyperlipidemic) oral tablet extended release 500 mg,Tier 1,QL (1 tablet per 1 day),Anthem-Blue-Cross
amlodipine besy-benazepril hcl oral capsule,Tier 1,,Anthem-Blue-Cross
trandolapril-verapamil hcl er oral tablet extended release 1-240 mg,Tier 1,DO,Anthem-Blue-Cross
"trandolapril-verapamil hcl er oral tablet extended release 2-180 mg, 2-240 mg, 4-240 mg",Tier 1,QL (1 tablet per 1 day),Anthem-Blue-Cross
benazepril-hydrochlorothiazide oral tablet,Tier 1,,Anthem-Blue-Cross
enalapril-hydrochlorothiazide oral tablet,Tier 1,,Anthem-Blue-Cross
fosinopril sodium-hctz oral tablet,Tier 1,,Anthem-Blue-Cross
lisinopril-hydrochlorothiazide oral tablet,Tier 1,,Anthem-Blue-Cross
quinapril-hydrochlorothiazide oral tablet,Tier 1,,Anthem-Blue-Cross
benazepril hcl oral tablet,Tier 1,,Anthem-Blue-Cross
enalapril maleate oral tablet,Tier 1,,Anthem-Blue-Cross
fosinopril sodium oral tablet,Tier 1,,Anthem-Blue-Cross
lisinopril oral tablet,Tier 1,,Anthem-Blue-Cross
quinapril hcl oral tablet,Tier 1,,Anthem-Blue-Cross
ramipril oral capsule,Tier 1,,Anthem-Blue-Cross
trandolapril oral tablet,Tier 1,,Anthem-Blue-Cross
methyldopa-hydrochlorothiazide oral tablet,Tier 1,,Anthem-Blue-Cross
phenoxybenzamine hcl oral capsule,Tier 2,PA; QL (12 capsules per 1 day),Anthem-Blue-Cross
"amlodipine besylate-valsartan oral tablet 10-160 mg, 10-320 mg, 5- 320 mg",Tier 1,QL (1 tablet per 1 day),Anthem-Blue-Cross
amlodipine besylate-valsartan oral tablet 5-160 mg,Tier 1,DO,Anthem-Blue-Cross
candesartan cilexetil-hctz oral tablet 16-12.5 mg,Tier 1,QL (2 tablets per 1 day),Anthem-Blue-Cross
candesartan cilexetil-hctz oral tablet 32-12.5 mg,Tier 1,QL (1 tablet per 1 day),Anthem-Blue-Cross
candesartan cilexetil-hctz oral tablet 32-25 mg,Tier 1,,Anthem-Blue-Cross
irbesartan-hydrochlorothiazide oral tablet 150-12.5 mg,Tier 1,QL (2 tablets per 1 day),Anthem-Blue-Cross
irbesartan-hydrochlorothiazide oral tablet 300-12.5 mg,Tier 1,,Anthem-Blue-Cross
"losartan potassium-hctz oral tablet 100-12.5 mg, 100-25 mg",Tier 1,QL (1 tablet per 1 day),Anthem-Blue-Cross
losartan potassium-hctz oral tablet 50-12.5 mg,Tier 1,DO,Anthem-Blue-Cross
olmesartan medoxomil-hctz oral tablet 20-12.5 mg,Tier 2,DO,Anthem-Blue-Cross
"olmesartan medoxomil-hctz oral tablet 40-12.5 mg, 40-25 mg",Tier 2,QL (1 tablet per 1 day),Anthem-Blue-Cross
"valsartan-hydrochlorothiazide oral tablet 160-12.5 mg, 80-12.5 mg",Tier 1,DO,Anthem-Blue-Cross
"valsartan-hydrochlorothiazide oral tablet 160-25 mg, 320-12.5 mg, 320-25 mg",Tier 1,QL (1 tablet per 1 day),Anthem-Blue-Cross
"irbesartan oral tablet 150 mg, 75 mg",Tier 1,DO,Anthem-Blue-Cross
irbesartan oral tablet 300 mg,Tier 1,QL (1 tablet per 1 day),Anthem-Blue-Cross
losartan potassium oral tablet 100 mg,Tier 1,QL (1 tablet per 1 day),Anthem-Blue-Cross
"losartan potassium oral tablet 25 mg, 50 mg",Tier 1,QL (2 tablets per 1 day),Anthem-Blue-Cross
olmesartan medoxomil oral tablet 20 mg,Tier 2,DO,Anthem-Blue-Cross
olmesartan medoxomil oral tablet 40 mg,Tier 2,QL (1 tablet per 1 day),Anthem-Blue-Cross
olmesartan medoxomil oral tablet 5 mg,Tier 2,QL (2 tablets per 1 day),Anthem-Blue-Cross
valsartan oral tablet 160 mg,Tier 1,QL (2 tablets per 1 day),Anthem-Blue-Cross
valsartan oral tablet 320 mg,Tier 1,QL (1 tablet per 1 day),Anthem-Blue-Cross
"valsartan oral tablet 40 mg, 80 mg",Tier 1,QL (3 tablets per 1 day),Anthem-Blue-Cross
"amlodipine-valsartan-hctz oral tablet 10-160-12.5 mg, 10-160-25 mg, 10-320-25 mg, 5-160-25 mg",Tier 1,QL (1 tablet per 1 day),Anthem-Blue-Cross
amlodipine-valsartan-hctz oral tablet 5-160-12.5 mg,Tier 1,DO,Anthem-Blue-Cross
clonidine hcl oral tablet,Tier 1,,Anthem-Blue-Cross
guanfacine hcl oral tablet,Tier 1,,Anthem-Blue-Cross
methyldopa oral tablet,Tier 1,,Anthem-Blue-Cross
doxazosin mesylate oral tablet,Tier 1,,Anthem-Blue-Cross
prazosin hcl oral capsule,Tier 1,,Anthem-Blue-Cross
terazosin hcl oral capsule,Tier 1,,Anthem-Blue-Cross
atenolol-chlorthalidone oral tablet,Tier 1,,Anthem-Blue-Cross
bisoprolol-hydrochlorothiazide oral tablet,Tier 1,,Anthem-Blue-Cross
metoprolol-hydrochlorothiazide oral tablet,Tier 1,,Anthem-Blue-Cross
propranolol-hctz oral tablet,Tier 1,,Anthem-Blue-Cross
hydralazine hcl oral tablet,Tier 1,,Anthem-Blue-Cross
minoxidil oral tablet,Tier 1,,Anthem-Blue-Cross
metronidazole oral capsule,Tier 1,,Anthem-Blue-Cross
metronidazole oral tablet,Tier 1,,Anthem-Blue-Cross
trimethoprim oral tablet,Tier 1,,Anthem-Blue-Cross
sulfamethoxazole-trimethoprim oral suspension,Tier 1,,Anthem-Blue-Cross
sulfamethoxazole-trimethoprim oral tablet,Tier 1,,Anthem-Blue-Cross
sulfamethoxazole-trimethoprim (Sulfatrim Pediatric Oral Suspension),Tier 1,,Anthem-Blue-Cross
ALINIA ORAL SUSPENSION RECONSTITUTED (nitazoxanide),Tier 3,,Anthem-Blue-Cross
ALINIA ORAL TABLET (nitazoxanide),Tier 3,,Anthem-Blue-Cross
ertapenem sodium injection solution reconstituted,Tier 2,,Anthem-Blue-Cross
dapsone oral tablet,Tier 2,,Anthem-Blue-Cross
clindamycin hcl oral capsule,Tier 1,,Anthem-Blue-Cross
clindamycin palmitate hcl oral solution reconstituted,Tier 1,,Anthem-Blue-Cross
linezolid oral suspension reconstituted,Tier 2,PA; QL (900 mL per 30 days),Anthem-Blue-Cross
linezolid oral tablet,Tier 2,PA; QL (28 tablets per 30 days),Anthem-Blue-Cross
atovaquone-proguanil hcl oral tablet,Tier 1,,Anthem-Blue-Cross
COARTEM ORAL TABLET (artemether-lumefantrine),Tier 3,,Anthem-Blue-Cross
chloroquine phosphate oral tablet 250 mg,Tier 1,QL (16 tablets per 1 fill),Anthem-Blue-Cross
chloroquine phosphate oral tablet 500 mg,Tier 1,QL (8 tablets per 1 fill),Anthem-Blue-Cross
DARAPRIM ORAL TABLET (pyrimethamine),Tier 3,PA; LD; QL (3 tablets per 1 day),Anthem-Blue-Cross
hydroxychloroquine sulfate oral tablet,Tier 1,QL (16 tablets per 1 fill),Anthem-Blue-Cross
mefloquine hcl oral tablet,Tier 1,,Anthem-Blue-Cross
primaquine phosphate oral tablet,Tier 3,,Anthem-Blue-Cross
quinine sulfate oral capsule,Tier 2,PA; QL (60 capsules per 365 days),Anthem-Blue-Cross
guanidine hcl oral tablet,Tier 2,,Anthem-Blue-Cross
pyridostigmine bromide oral tablet,Tier 2,,Anthem-Blue-Cross
guanidine hcl oral tablet,Tier 2,,Anthem-Blue-Cross
pyridostigmine bromide oral tablet,Tier 2,,Anthem-Blue-Cross
guanidine hcl oral tablet,Tier 2,,Anthem-Blue-Cross
pyridostigmine bromide oral tablet,Tier 2,,Anthem-Blue-Cross
RIFATER ORAL TABLET (isoniazid-rifamp-pyrazinamide),Tier 3,,Anthem-Blue-Cross
cycloserine oral capsule,Tier 2,,Anthem-Blue-Cross
ethambutol hcl oral tablet,Tier 2,,Anthem-Blue-Cross
isoniazid oral syrup,Tier 1,,Anthem-Blue-Cross
isoniazid oral tablet,Tier 1,,Anthem-Blue-Cross
PRIFTIN ORAL TABLET (rifapentine),Tier 3,,Anthem-Blue-Cross
pyrazinamide oral tablet,Tier 2,,Anthem-Blue-Cross
rifabutin oral capsule,Tier 2,,Anthem-Blue-Cross
rifampin oral capsule,Tier 2,,Anthem-Blue-Cross
SIRTURO ORAL TABLET (bedaquiline fumarate),Tier 3,,Anthem-Blue-Cross
MYLERAN ORAL TABLET (busulfan),Tier 4; OC,,Anthem-Blue-Cross
abiraterone acetate oral tablet,Tier 4; OC,PA; SP; QL (4 tablets per 1 day),Anthem-Blue-Cross
ZYTIGA ORAL TABLET (abiraterone acetate),Tier 4; OC,PA; SP; LD; QL (2 tablets per 1 day),Anthem-Blue-Cross
LYSODREN ORAL TABLET (mitotane),Tier 4; OC,LD; QL (38 tablets per 1 day),Anthem-Blue-Cross
bicalutamide oral tablet,Tier 2; OC,,Anthem-Blue-Cross
flutamide oral capsule,Tier 2; OC,,Anthem-Blue-Cross
nilutamide oral tablet,Tier 4; OC,QL (1 tablet per 1 day),Anthem-Blue-Cross
XTANDI ORAL CAPSULE (enzalutamide),Tier 4; OC,PA; SP; LD; QL (4 capsules per 1 day),Anthem-Blue-Cross
tamoxifen citrate oral tablet,Tier 2; OC; $0,,Anthem-Blue-Cross
