Prescription Drug Name,Drug Tier,Coverage Requirements and Limits
HYDROXYZINE HYDROCHLORIDE SOLN,SP,PA
hydroxyzine pamoate caps,1,
meprobamate tabs,1,
VISTARIL CAPS (Use Hydroxyzine Pamoate),NF,
ALPRAZOLAM INTENSOL CONC,3,
"alprazolam tabs 0.25 mg, 0.5 mg, 1 mg, 2 mg",1,
"alprazolam tb24 0.5 mg, 1 mg, 2 mg, 3 mg",1,
"alprazolam tbdp 0.25 mg, 0.5 mg, 1 mg, 2 mg",2,
ATIVAN TABS (Use Lorazepam),SP,PA
chlordiazepoxide hcl caps,1,
clorazepate dipotassium tabs,1,
diazepam conc 5 mg/ml,1,
diazepam soln 5 mg/5ml,1,
diazepam tabs 10 mg,1,QL(4 ea daily)
"diazepam tabs 2 mg, 5 mg",1,
lorazepam conc,1,
lorazepam tabs,1,
"OXAZEPAM CAPS 10 MG, 15 MG",2,
"oxazepam caps 10 mg, 15 mg",1,
oxazepam caps 30 mg,1,QL(2 ea daily)
OXAZEPAM CAPS 30 MG,2,QL(2 ea daily)
TRANXENE T TABS (Use Clorazepate Dipotassium),NF,
VALIUM TABS 10 MG (Use Diazepam),NF,QL(4 ea daily)
"VALIUM TABS 2 MG, 5 MG (Use Diazepam)",NF,
XANAX TABS (Use Alprazolam),NF,
XANAX XR TB24 (Use Alprazolam),NF,
disopyramide phosphate caps,1,
NORPACE CAPS (Use Disopyramide Phosphate),NF,
NORPACE CR CP12 100 MG,2,
NORPACE CR CP12 150 MG,3,
quinidine gluconate tbcr,1,
QUINIDINE SULFATE TABS,2,
mexiletine hcl caps,1,
flecainide acetate tabs,1,
"propafenone hcl cp12 225 mg, 325 mg, 425 mg",1,
propafenone hcl tabs 150 mg,1,QL(6 ea daily)
"propafenone hcl tabs 225 mg, 300 mg",1,QL(3 ea daily)
RYTHMOL SR CP12 (Use Propafenone HCl),NF,
amiodarone hcl tabs,1,
dofetilide caps,1,
MULTAQ TABS,2,
TIKOSYN CAPS (Use Dofetilide),NF,
cromolyn sodium nebu,1,
XOLAIR SOSY,SP,PA
ATROVENT HFA AERS,2,Limit 2 inhalers per month;QL(0.86 gm daily)
INCRUSE ELLIPTA AEPB,2,QL(1 ea daily)
ipratropium bromide soln,1,
SEEBRI NEOHALER CAPS,3,QL(2 ea daily)
SPIRIVA HANDIHALER CAPS,2,QL(1 ea daily)
SPIRIVA RESPIMAT AERS 1.25 MCG/ACT,2,Limit 1 inhaler per month;QL(0.14 3 gm daily)
SPIRIVA RESPIMAT AERS 2.5 MCG/ACT,2,Limit 1 inhaler per month;QL(0.14 gm daily)
TUDORZA PRESSAIR AEPB,2,"Limit 1 inhaler per month;QL(1 ea per fill retail,3 ea per fill mail)"
ACCOLATE TABS 10 MG (Use Zafirlukast),NF,
ACCOLATE TABS 20 MG (Use Zafirlukast),NF,QL(2 ea daily)
montelukast sodium chew,1,QL(1 ea daily)
montelukast sodium pack,1,QL(1 ea daily)
montelukast sodium tabs,1,QL(1 ea daily)
SINGULAIR CHEW (Use Montelukast Sodium),NF,QL(1 ea daily)
SINGULAIR PACK (Use Montelukast Sodium),NF,QL(1 ea daily)
SINGULAIR TABS (Use Montelukast Sodium),NF,QL(1 ea daily)
zafirlukast tabs 10 mg,1,
zafirlukast tabs 20 mg,1,QL(2 ea daily)
zileuton tb12,1,ST
ZYFLO CR TB12 (Use Zileuton),NF,ST
ZYFLO TABS,3,ST
AEROSPAN AERS,2,Limit 2 inhalers per month;QL(0.6 gm daily)
ALVESCO AERS,3,Limit 2 inhalers per month;QL(0.41 gm daily)
ARMONAIR RESPICLICK 113 AEPB,3,QL(0.04 ea daily)
ARMONAIR RESPICLICK 232 AEPB,3,QL(0.04 ea daily)
ARMONAIR RESPICLICK 55 AEPB,3,QL(0.04 ea daily)
ARNUITY ELLIPTA AEPB,2,QL(1 ea daily)
ASMANEX HFA AERO,2,Limit 1 inhaler per month;QL(0.44 gm daily)
ASMANEX TWISTHALER 120 METERED DOSES AEPB,2,"QL(1 ea per fill retail,3 ea per fill mail)"
ASMANEX TWISTHALER 14 METERED DOSES AEPB,2,"QL(1 ea per fill retail,3 ea per fill mail)"
ASMANEX TWISTHALER 30 METERED DOSES AEPB,2,"QL(1 ea per fill retail,3 ea per fill mail)"
ASMANEX TWISTHALER 60 METERED DOSES AEPB,2,"QL(1 ea per fill retail,3 ea per fill mail)"
ASMANEX TWISTHALER 7 METERED DOSES AEPB,2,"QL(1 ea per fill retail,3 ea per fill mail)"
budesonide (inhalation) susp 0.25 mg/2ml,2,QL(8 ml daily)
budesonide (inhalation) susp 0.5 mg/2ml,2,QL(4 ml daily)
budesonide (inhalation) susp 1 mg/2ml,1,QL(2 ml daily)
FLOVENT DISKUS AEPB 100 MCG/BLIST,2,QL(20 ea daily)
FLOVENT DISKUS AEPB 250 MCG/BLIST,2,QL(8 ea daily)
FLOVENT DISKUS AEPB 50 MCG/BLIST,2,QL(40 ea daily)
"FLOVENT HFA AERO 110 MCG/ACT, 220 MCG/ACT",2,Limit 2 inhalers per month;QL(0.8 gm daily)
FLOVENT HFA AERO 44 MCG/ACT,2,Limit 1 inhaler per month;QL(0.36 gm daily)
PULMICORT FLEXHALER AEPB,2,"Limit 1 inhaler per month;QL(1 ea per fill retail,3 ea per fill mail)"
PULMICORT SUSP 0.25 MG/2ML (Use Budesonide (Inhalation)),NF,QL(8 ml daily)
PULMICORT SUSP 0.5 MG/2ML (Use Budesonide (Inhalation)),NF,QL(4 ml daily)
PULMICORT SUSP 1 MG/2ML (Use Budesonide (Inhalation)),NF,QL(2 ml daily)
QVAR AERS 40 MCG/ACT,2,"Limit 3 Inhalers per month - 7.3g pkg, Limit 2 Inhalers per month-8.7g pkg;QL(0.58 gm daily)"
QVAR AERS 80 MCG/ACT,2,Limit 2 inhalers per month;QL(0.29 gm daily)
QVAR REDIHALER AERB 40 MCG/ACT,2,Limit 1 inhaler per month;QL(0.36 gm daily)
QVAR REDIHALER AERB 80 MCG/ACT,2,Limit 2 Inhalers per month;QL(0.72 gm daily)
ADVAIR DISKUS AEPB (Use Fluticasone- Salmeterol),NF,QL(2 ea daily)
ADVAIR HFA AERO,2,Limit 1 inhaler per month;QL(0.4 gm daily)
ALBUTEROL SULFATE ER TB12,3,QL(2 ea daily)
albuterol sulfate nebu,1,
albuterol sulfate syrp,1,
albuterol sulfate tabs,1,
ANORO ELLIPTA AEPB,2,QL(2 ea daily)
ARCAPTA NEOHALER CAPS,3,QL(1 ea daily)
BEVESPI AEROSPHERE AERO,3,QL(0.36 gm daily)
BREO ELLIPTA AEPB,2,QL(2 ea daily)
COMBIVENT RESPIMAT AERS,3,Limit 1 inhaler per month;QL(0.16 gm daily)
DULERA AERO,2,Limit 1 inhaler per month;QL(0.45 gm daily)
FLUTICASONE PROPIONATE/SALMETER OL AEPB,2,QL(0.04 ea daily)
fluticasone-salmeterol aepb,1,QL(2 ea daily)
ipratropium-albuterol soln,1,
levalbuterol hcl nebu,1,
levalbuterol tartrate aero,1,QL(0.6 gm daily)
metaproterenol sulfate syrp,1,
metaproterenol sulfate tabs,1,
PROAIR HFA AERS,3,Limit 2 inhalers per month;QL(0.57 gm daily)
PROAIR RESPICLICK AEPB,3,Limit 2 inhalers per month;QL(0.07 ea daily)
PROVENTIL HFA AERS,2,QL(0.47 gm daily)
SEREVENT DISKUS AEPB,2,QL(2 ea daily)
STIOLTO RESPIMAT AERS,2,Limit 1 inhaler per month;QL(0.14 gm daily)
STRIVERDI RESPIMAT AERS,2,Limit 1 inhaler per month;QL(0.14 gm daily)
SYMBICORT AERO,2,Limit 1 inhaler per month;QL(0.34 gm daily)
terbutaline sulfate tabs,1,
TRELEGY ELLIPTA AEPB,2,QL(2 ea daily)
UTIBRON NEOHALER CAPS,3,QL(2 ea daily)
VENTOLIN HFA AERS,3,QL(0.72 gm daily)
VENTOLIN HFA AERS,3,QL(0.64 gm daily)
VENTOLIN HFA AERS,3,Limit 2 inhalers per month;QL(0.6 gm daily)
XOPENEX CONCENTRATE NEBU (Use Levalbuterol HCl),NF,
XOPENEX HFA AERO (Use Levalbuterol Tartrate),NF,QL(0.6 gm daily)
XOPENEX NEBU (Use Levalbuterol HCl),NF,
ELIXOPHYLLIN ELIX,3,
THEO-24 CP24,2,
THEOCHRON TB12,3,
THEOPHYLLINE ER TB12,3,QL(1 ea daily)
theophylline soln 80 mg/15ml,1,
"theophylline tb12 100 mg, 200 mg",1,
"theophylline tb12 300 mg, 450 mg",1,QL(1 ea daily)
"theophylline tb24 400 mg, 600 mg",1,QL(1 ea daily)
COUMADIN TABS (Use Warfarin Sodium),NF,
warfarin sodium tabs,1,
BEVYXXA CAPS,3,QL(42 ea per 42 days retail)
ELIQUIS STARTER PACK TABS,2,
ELIQUIS TABS 2.5 MG,2,QL(2 ea daily)
ELIQUIS TABS 5 MG,2,
SAVAYSA TABS,3,
XARELTO STARTER PACK TBPK,2,
"XARELTO TABS 10 MG, 15 MG, 2.5 MG",2,
XARELTO TABS 20 MG,2,QL(1 ea daily)
ARIXTRA SOLN 2.5 MG/0.5ML (Use Fondaparinux Sodium),SP,"PA; QL(4 ml per 90 days retail,4 ml per 90 days mail)"
"ARIXTRA SOLN 5 MG/0.4ML, 10 MG/0.8ML, 7.5 MG/0.6ML (Use Fondaparinux Sodium)",SP,PA
enoxaparin sodium soln ij 300 mg/3ml,2,PA; QL(0.1 ml daily)
"enoxaparin sodium soln sc 100 mg/ml, 150 mg/ml, 30 mg/0.3ml, 40 mg/0.4ml, 60 mg/0.6ml, 80 mg/0.8ml, 120 mg/0.8ml",2,QL(4 ml per 7 days retail)
fondaparinux sodium soln 2.5 mg/0.5ml,SP,"PA; QL(4 ml per 90 days retail,4 ml per 90 days mail)"
"fondaparinux sodium soln 5 mg/0.4ml, 10 mg/0.8ml, 7.5 mg/0.6ml",SP,PA
"FRAGMIN SOLN 10000 UNIT/ML, 5000 UNIT/0.2ML, 7500 UNIT/0.3ML, 12500 UNIT/0.5ML, 15000 UNIT/0.6ML, 18000 UNT/0.72ML, 95000 UNIT/3.8ML",SP,PA
FRAGMIN SOLN 2500 UNIT/0.2ML,SP,
heparin sodium (porcine) soln,SP,PA
LOVENOX SOLN IJ 300 MG/3ML (Use Enoxaparin Sodium),NF,
"LOVENOX SOLN SC 100 MG/ML, 150 MG/ML, 30 MG/0.3ML, 40 MG/0.4ML, 60 MG/0.6ML, 80 MG/0.8ML, 120 MG/0.8ML (Use Enoxaparin Sodium)",NF,QL(4 ml per 7 days retail)
IPRIVASK SOLR,SP,PA; LA
PRADAXA CAPS,3,
FYCOMPA SUSP,3,
FYCOMPA TABS,3,
clobazam susp 2.5 mg/ml,1,
clobazam tabs 10 mg,1,QL(1 ea daily)
clobazam tabs 20 mg,1,QL(2 ea daily)
clonazepam tabs,1,
clonazepam tbdp,1,
DIASTAT ACUDIAL GEL (Use Diazepam (Anticonvulsant)),NF,Limit 4 per month;QL(0.14 ea daily)
DIASTAT PEDIATRIC GEL (Use Diazepam (Anticonvulsant)),NF,Limit 4 per month;QL(0.14 ea daily)
diazepam (anticonvulsant) gel,1,QL(0.14 ea daily)
KLONOPIN TABS (Use Clonazepam),NF,
ONFI SUSP 2.5 MG/ML (Use Clobazam),NF,
ONFI TABS 10 MG (Use Clobazam),NF,QL(1 ea daily)
ONFI TABS 20 MG (Use Clobazam),NF,QL(2 ea daily)
APTIOM TABS,3,PA; QL(2 ea daily)
BANZEL SUSP 40 MG/ML,3,
BANZEL TABS 200 MG,3,
BANZEL TABS 400 MG,3,QL(8 ea daily)
carbamazepine chew 100 mg,1,
"carbamazepine cp12 100 mg, 200 mg, 300 mg",1,
carbamazepine susp 100 mg/5ml,1,
carbamazepine tabs 200 mg,1,
carbamazepine tb12 100 mg,1,
carbamazepine tb12 200 mg,1,QL(8 ea daily)
carbamazepine tb12 400 mg,1,QL(4 ea daily)
CARBATROL CP12 (Use Carbamazepine),3,
DIACOMIT CAPS 250 MG,SP,PA; QL(12 ea daily)
DIACOMIT CAPS 500 MG,SP,PA; QL(6 ea daily)
DIACOMIT PACK 250 MG,SP,PA; QL(12 ea daily)
DIACOMIT PACK 500 MG,SP,PA; QL(6 ea daily)
EPIDIOLEX SOLN,SP,PA
gabapentin caps,1,
gabapentin soln,1,
gabapentin tabs,1,
KEPPRA SOLN 100 MG/ML (Use Levetiracetam),3,
"KEPPRA TABS 250 MG, 500 MG, 750 MG, 1000 MG (Use Levetiracetam)",3,QL(6 ea daily)
KEPPRA XR TB24 (Use Levetiracetam),3,QL(4 ea daily)
LAMICTAL CHEWABLE DISPERSIBLE CHEW (Use Lamotrigine),3,
LAMICTAL ODT KIT,3,PA
"LAMICTAL ODT TBDP 25 MG, 50 MG, 100 MG, 200 MG (Use Lamotrigine)",3,PA
LAMICTAL STARTER/NOT TAKING CARBAMAZEPINE KIT (Use Lamotrigine),NF,
LAMICTAL STARTER/TAKING CARBAMAZEPINE/NOT TAKING VALPROATE KIT (Use Lamotrigine),NF,
LAMICTAL STARTER/TAKING VALPROATE KIT (Use Lamotrigine),NF,
LAMICTAL TABS (Use Lamotrigine),3,
LAMICTAL XR KIT,3,PA
"LAMICTAL XR TB24 25 MG, 50 MG, 100 MG, 200 MG (Use Lamotrigine)",3,PA; QL(1 ea daily)
LAMICTAL XR TB24 250 MG (Use Lamotrigine),3,PA
LAMICTAL XR TB24 300 MG (Use Lamotrigine),3,QL(2 ea daily)
"lamotrigine chew 5 mg, 25 mg",1,
lamotrigine kit,1,PA
lamotrigine kit 25 mg,1,
"lamotrigine tabs 25 mg, 100 mg, 150 mg, 200 mg",1,
"lamotrigine tb24 25 mg, 50 mg, 100 mg, 200 mg",1,PA; QL(1 ea daily)
lamotrigine tb24 250 mg,1,PA
lamotrigine tb24 300 mg,1,QL(2 ea daily)
"lamotrigine tbdp 25 mg, 50 mg, 100 mg, 200 mg",1,PA
"levetiracetam soln 100 mg/ml, 500 mg/5ml",1,
"levetiracetam tabs 250 mg, 500 mg, 750 mg, 1000 mg",1,QL(6 ea daily)
"levetiracetam tb24 500 mg, 750 mg",1,QL(4 ea daily)
"LYRICA CAPS 225 MG, 300 MG (Use Pregabalin)",3,PA; QL(2 ea daily)
"LYRICA CAPS 25 MG, 50 MG, 75 MG, 100 MG, 150 MG, 200 MG (Use Pregabalin)",3,PA; QL(3 ea daily)
LYRICA SOLN 20 MG/ML (Use Pregabalin),3,PA
MYSOLINE TABS (Use Primidone),3,
NEURONTIN CAPS (Use Gabapentin),3,
NEURONTIN SOLN (Use Gabapentin),3,
NEURONTIN TABS (Use Gabapentin),3,
"oxcarbazepine susp 60 mg/ml, 300 mg/5ml",1,QL(40 ml daily)
oxcarbazepine tabs 150 mg,1,
oxcarbazepine tabs 300 mg,1,QL(8 ea daily)
oxcarbazepine tabs 600 mg,1,QL(4 ea daily)
"OXTELLAR XR TB24 150 MG, 300 MG",3,ST
OXTELLAR XR TB24 600 MG,3,ST; QL(4 ea daily)
"pregabalin caps 225 mg, 300 mg",1,PA; QL(2 ea daily)
"pregabalin caps 25 mg, 50 mg, 75 mg, 100 mg, 150 mg, 200 mg",1,PA; QL(3 ea daily)
pregabalin soln 20 mg/ml,1,PA
primidone tabs,1,
"QUDEXY XR CS24 100 MG, 150 MG, 200 MG",3,PA; QL(1 ea daily)
"QUDEXY XR CS24 25 MG, 50 MG",3,PA; QL(2 ea daily)
TEGRETOL SUSP (Use Carbamazepine),3,
TEGRETOL TABS (Use Carbamazepine),3,
TEGRETOL-XR TB12 100 MG (Use Carbamazepine),3,
TEGRETOL-XR TB12 200 MG (Use Carbamazepine),NF,QL(8 ea daily)
TEGRETOL-XR TB12 400 MG (Use Carbamazepine),NF,QL(4 ea daily)
TOPAMAX SPRINKLE CPSP (Use Topiramate),3,
TOPAMAX TABS 100 MG (Use Topiramate),3,QL(4 ea daily)
TOPAMAX TABS 200 MG (Use Topiramate),3,QL(2 ea daily)
TOPAMAX TABS 25 MG (Use Topiramate),3,
TOPAMAX TABS 50 MG (Use Topiramate),3,QL(8 ea daily)
"topiramate cpsp 15 mg, 25 mg",1,
"TOPIRAMATE ER CS24 100 MG, 150 MG, 200 MG",3,PA; QL(1 ea daily)
"TOPIRAMATE ER CS24 25 MG, 50 MG",3,PA; QL(2 ea daily)
topiramate tabs 100 mg,1,QL(4 ea daily)
topiramate tabs 200 mg,1,QL(2 ea daily)
topiramate tabs 25 mg,1,
topiramate tabs 50 mg,1,QL(8 ea daily)
TRILEPTAL SUSP 300 MG/5ML (Use Oxcarbazepine),3,QL(40 ml daily)
TRILEPTAL TABS 150 MG (Use Oxcarbazepine),3,
TRILEPTAL TABS 300 MG (Use Oxcarbazepine),3,QL(8 ea daily)
TRILEPTAL TABS 600 MG (Use Oxcarbazepine),3,QL(4 ea daily)
TROKENDI XR CP24 200 MG,3,PA; QL(2 ea daily)
"TROKENDI XR CP24 25 MG, 50 MG, 100 MG",3,PA
VIMPAT SOLN 10 MG/ML,2,QL(40 ml daily)
"VIMPAT TABS 50 MG, 100 MG, 150 MG, 200 MG",2,
ZONEGRAN CAPS 100 MG (Use Zonisamide),3,QL(6 ea daily)
ZONEGRAN CAPS 25 MG (Use Zonisamide),3,
zonisamide caps 100 mg,1,QL(6 ea daily)
"zonisamide caps 25 mg, 50 mg",1,
felbamate susp,1,
felbamate tabs,1,
FELBATOL SUSP 600 MG/5ML (Use Felbamate),3,
"FELBATOL TABS 400 MG, 600 MG (Use Felbamate)",NF,
GABITRIL TABS (Use Tiagabine HCl),3,
SABRIL PACK (Use Vigabatrin),SP,QL(6 ea daily)
SABRIL TABS (Use Vigabatrin),SP,
tiagabine hcl tabs,1,
vigabatrin pack,SP,QL(6 ea daily)
vigabatrin tabs,SP,
DILANTIN CAPS 100 MG (Use Phenytoin Sodium Extended),3,
DILANTIN CAPS 30 MG,3,
DILANTIN INFATABS CHEW (Use Phenytoin),3,
DILANTIN-125 SUSP (Use Phenytoin),3,
PEGANONE TABS,3,
PHENYTEK CAPS (Use Phenytoin Sodium Extended),NF,
phenytoin chew,1,
phenytoin sodium extended caps,1,
phenytoin susp,1,
CELONTIN CAPS,3,
ethosuximide caps,1,
ethosuximide soln,1,
ZARONTIN CAPS (Use Ethosuximide),3,
ZARONTIN SOLN (Use Ethosuximide),3,
DEPAKENE CAPS 250 MG (Use Valproic Acid),3,
DEPAKENE SOLN 250 MG/5ML (Use Valproate Sodium),NF,
DEPAKOTE ER TB24 (Use Divalproex Sodium),3,
DEPAKOTE SPRINKLES CSDR (Use Divalproex Sodium),3,
DEPAKOTE TBEC (Use Divalproex Sodium),3,
divalproex sodium csdr,1,
divalproex sodium tb24,1,
divalproex sodium tbec,1,
valproate sodium soln,1,
valproic acid caps or,1,
mirtazapine tabs,1,
mirtazapine tbdp,1,
REMERON SOLTAB TBDP (Use Mirtazapine),NF,
REMERON TABS (Use Mirtazapine),NF,
"bupropion hcl tabs 75 mg, 100 mg",1,
"bupropion hcl tb12 100 mg, 150 mg, 200 mg",1,
"bupropion hcl tb24 150 mg, 300 mg",1,QL(1 ea daily)
BUPROPION HYDROCHLORIDE ER (XL) TB24,3,ST; QL(1 ea daily)
FORFIVO XL TB24,3,ST; QL(1 ea daily)
maprotiline hcl tabs,1,
WELLBUTRIN SR TB12 (Use Bupropion HCl),NF,
WELLBUTRIN XL TB24 (Use Bupropion HCl),NF,QL(1 ea daily)
EMSAM PT24,3,QL(1 ea daily)
MARPLAN TABS,3,
NARDIL TABS (Use Phenelzine Sulfate),NF,
PARNATE TABS (Use Tranylcypromine Sulfate),NF,
phenelzine sulfate tabs,1,
tranylcypromine sulfate tabs,2,
CELEXA TABS (Use Citalopram Hydrobromide),NF,QL(1 ea daily)
citalopram hydrobromide soln 10 mg/5ml,1,QL(20 ml daily)
"citalopram hydrobromide tabs 10 mg, 20 mg, 40 mg",1,QL(1 ea daily)
escitalopram oxalate soln 5 mg/5ml,1,
"escitalopram oxalate tabs 10 mg, 20 mg",1,QL(1 ea daily)
escitalopram oxalate tabs 5 mg,1,QL(2 ea daily)
FLUOXETINE DR CPDR,3,
"fluoxetine hcl caps 10 mg, 20 mg",1,
fluoxetine hcl caps 40 mg,1,QL(1 ea daily)
fluoxetine hcl soln 20 mg/5ml,1,QL(15 ml daily)
fluoxetine hcl tabs 10 mg,1,
"fluoxetine hcl tabs 20 mg, 60 mg",1,QL(1 ea daily)
FLUOXETINE HYDROCHLORIDE TABS (Use Fluoxetine HCl),NF,QL(1 ea daily)
fluvoxamine maleate cp24 100 mg,2,QL(3 ea daily)
fluvoxamine maleate cp24 150 mg,2,
fluvoxamine maleate tabs 100 mg,1,QL(3 ea daily)
"fluvoxamine maleate tabs 25 mg, 50 mg",1,
"LEXAPRO TABS 10 MG, 20 MG (Use Escitalopram Oxalate)",NF,QL(1 ea daily)
LEXAPRO TABS 5 MG (Use Escitalopram Oxalate),NF,QL(2 ea daily)
paroxetine hcl tabs,1,
paroxetine hcl tb24,1,
PAXIL CR TB24 (Use Paroxetine HCl),NF,
PAXIL SUSP 10 MG/5ML,3,
"PAXIL TABS 10 MG, 20 MG, 30 MG, 40 MG (Use Paroxetine HCl)",NF,
"PROZAC CAPS 10 MG, 20 MG (Use Fluoxetine HCl)",NF,
PROZAC CAPS 40 MG (Use Fluoxetine HCl),NF,QL(1 ea daily)
sertraline hcl conc 20 mg/ml,1,
"sertraline hcl tabs 25 mg, 50 mg, 100 mg",1,QL(2 ea daily)
ZOLOFT CONC 20 MG/ML (Use Sertraline HCl),NF,
"ZOLOFT TABS 25 MG, 50 MG, 100 MG (Use Sertraline HCl)",NF,QL(2 ea daily)
nefazodone hcl tabs,1,
NEFAZODONE HYDROCHLORIDE TABS,3,
trazodone hcl tabs,1,
TRINTELLIX TABS,3,ST; QL(1 ea daily)
VIIBRYD STARTER PACK KIT,3,PA
"VIIBRYD TABS 10 MG, 40 MG",3,ST
VIIBRYD TABS 20 MG,3,ST; QL(2 ea daily)
CYMBALTA CPEP (Use Duloxetine HCl),NF,QL(2 ea daily)
"DESVENLAFAXINE ER TB24 50 MG, 100 MG",3,ST; QL(1 ea daily)
desvenlafaxine succinate tb24,1,QL(1 ea daily)
"duloxetine hcl cpep 20 mg, 30 mg, 60 mg",1,QL(2 ea daily)
EFFEXOR XR CP24 (Use Venlafaxine HCl),NF,QL(2 ea daily)
FETZIMA CP24 20 MG,3,ST; QL(2 ea daily)
"FETZIMA CP24 40 MG, 80 MG, 120 MG",3,ST; QL(1 ea daily)
FETZIMA TITRATION PACK C4PK,3,ST
KHEDEZLA TB24,3,ST; QL(1 ea daily)
PRISTIQ TB24 (Use Desvenlafaxine Succinate),NF,QL(1 ea daily)
"venlafaxine hcl cp24 75 mg, 150 mg, 37.5 mg",1,QL(2 ea daily)
"venlafaxine hcl tabs 25 mg, 50 mg, 75 mg, 100 mg, 37.5 mg",1,
venlafaxine hcl tb24 225 mg,1,
"venlafaxine hcl tb24 75 mg, 150 mg, 37.5 mg",1,QL(1 ea daily)
amitriptyline hcl tabs,1,
AMOXAPINE TABS,2,
ANAFRANIL CAPS (Use Clomipramine HCl),NF,
clomipramine hcl caps,2,
desipramine hcl tabs,1,
"doxepin hcl caps 10 mg, 25 mg, 50 mg, 75 mg, 100 mg, 150 mg",1,
DOXEPIN HCL CAPS 150 MG,2,
doxepin hcl conc 10 mg/ml,1,
ELAVIL TABS (Use Amitriptyline HCl),NF,
"imipramine hcl tabs 10 mg, 25 mg",1,
imipramine hcl tabs 50 mg,1,QL(4 ea daily)
imipramine pamoate caps,1,
NORPRAMIN TABS (Use Desipramine HCl),NF,
"nortriptyline hcl caps 10 mg, 25 mg, 50 mg, 75 mg",1,
nortriptyline hcl soln 10 mg/5ml,1,
PAMELOR CAPS (Use Nortriptyline HCl),NF,
protriptyline hcl tabs,1,
SURMONTIL CAPS (Use Trimipramine Maleate),NF,
"TOFRANIL TABS 10 MG, 25 MG (Use Imipramine HCl)",NF,
TOFRANIL TABS 50 MG (Use Imipramine HCl),NF,QL(4 ea daily)
trimipramine maleate caps,1,
"acarbose tabs or 25 mg, 50 mg, 100 mg",1,
GLYSET TABS (Use Miglitol),NF,
miglitol tabs,1,
PRECOSE TABS (Use Acarbose),NF,
SYMLINPEN 120 SOPN,2,PA
SYMLINPEN 60 SOPN,2,PA
ACTOPLUS MET TABS (Use Pioglitazone HCl- Metformin HCl),NF,
ACTOPLUS MET XR TB24,3,
ALOGLIPTIN/METFORMIN HCL TABS,3,
ALOGLIPTIN/PIOGLITAZO NE TABS 12.5MG-30MG,3,QL(1 ea daily)
"ALOGLIPTIN/PIOGLITAZO NE TABS 25MG-15MG, 25MG-30MG, 25MG- 45MG, 12.5MG-15MG, 12.5MG-45MG",3,
DUETACT TABS (Use Pioglitazone HCl- Glimepiride),NF,
glipizide-metformin hcl tabs,1,
GLUCOVANCE TABS (Use Glyburide-Metformin),NF,
glyburide-metformin tabs,1,
GLYXAMBI TABS,2,
INVOKAMET TABS,2,
INVOKAMET XR TB24,2,
JANUMET TABS 50MG- 1000MG,2,
JANUMET TABS 50MG- 500MG,2,QL(2 ea daily)
JANUMET XR TB24 100MG-1000MG,2,QL(1 ea daily)
"JANUMET XR TB24 50MG-500MG, 50MG- 1000MG",2,QL(2 ea daily)
JENTADUETO TABS,2,
JENTADUETO XR TB24 2.5MG-1000MG,2,
JENTADUETO XR TB24 5MG-1000MG,2,QL(1 ea daily)
KAZANO TABS,3,
OSENI TABS 12.5MG- 30MG,3,QL(1 ea daily)
"OSENI TABS 25MG- 15MG, 25MG-30MG, 25MG-45MG, 12.5MG- 15MG, 12.5MG-45MG",3,
pioglitazone hcl-glimepiride tabs,1,
pioglitazone hcl-metformin hcl tabs,1,
REPAGLINIDE/METFORM IN HYDROCHLORIDE TABS,3,
SEGLUROMET TABS,3,
SYNJARDY TABS,2,
SYNJARDY XR TB24,2,
"XIGDUO XR TB24 10MG- 500MG, 10MG-1000MG",3,QL(1 ea daily)
"XIGDUO XR TB24 5MG- 500MG, 5MG-1000MG, 2.5MG-1000MG",3,QL(2 ea daily)
GLUCOPHAGE TABS (Use Metformin HCl),PV,Only Covered Ca On/Off Exchange Plans Covered at PV Tier- Student Plans and all others at Tier1 for generic
GLUCOPHAGE XR TB24 (Use Metformin HCl),NF,
"metformin hcl tabs 500 mg, 850 mg, 1000 mg",PV,Only Covered Ca On/Off Exchange Plans Covered at PV Tier- Student Plans and all others at Tier1 for generic
"metformin hcl tb24 500 mg, 750 mg",1,
METFORMIN HYDROCHLORIDE SOLN,3,
RIOMET SOLN,3,
GLUCAGEN HYPOKIT SOLR,SP,PA
GLUCAGON EMERGENCY KIT KIT,2,"QL(1 ea per fill retail,2 ea per 30 days retail)"
PROGLYCEM SUSP,3,
"ALOGLIPTIN TABS 12.5 MG, 6.25 MG",3,PA
ALOGLIPTIN TABS 25 MG,3,PA; QL(1 ea daily)
JANUVIA TABS 25 MG,2,
"JANUVIA TABS 50 MG, 100 MG",2,QL(1 ea daily)
"NESINA TABS 12.5 MG, 6.25 MG",3,PA
NESINA TABS 25 MG,3,PA; QL(1 ea daily)
TRADJENTA TABS,2,QL(1 ea daily)
OZEMPIC SOPN,2,PA
TANZEUM PEN,SP,PA
TRULICITY SOPN,2,PA
VICTOZA SOPN,2,PA
ACTOS TABS 15 MG (Use Pioglitazone HCl),NF,
"ACTOS TABS 30 MG, 45 MG (Use Pioglitazone HCl)",NF,QL(1 ea daily)
AVANDIA TABS,2,
pioglitazone hcl tabs 15 mg,1,
"pioglitazone hcl tabs 30 mg, 45 mg",1,QL(1 ea daily)
AFREZZA POWD,3,QL(6 ea daily)
AFREZZA POWD,3,
