Prescription Drug Name,Drug Tier,Coverage Requirements and Limits
"alprazolam oral tablet,disintegrating 0.25 mg, 0.5 mg, 1 mg, 2 mg",Tier 1,
"chlordiazepoxide hcl oral capsule 10 mg, 25 mg, 5 mg",Tier 1,
"clorazepate dipotassium oral tablet 15 mg, 3.75 mg",Tier 1,
clorazepate dipotassium oral tablet 7.5 mg(Tranxene T-Tab),Tier 1,
DIAZEPAM INTENSOL ORAL CONCENTRATE 5 MG/ML,Tier 1,
diazepam oral concentrate 5 mg/ml(Diazepam Intensol),Tier 1,
diazepam oral solution 5 mg/5 ml (1 mg/ml),Tier 1,
"diazepam oral tablet 10 mg, 2 mg, 5 mg(Valium)",Tier 1,
LORAZEPAM INTENSOL ORAL CONCENTRATE 2 MG/ML,Tier 1,
lorazepam oral concentrate 2 mg/ml(Lorazepam Intensol),Tier 1,
"lorazepam oral tablet 0.5 mg, 1 mg, 2 mg(Ativan)",Tier 1,
"oxazepam oral capsule 10 mg, 15 mg, 30 mg",Tier 1,
"buspirone oral tablet 10 mg, 15 mg, 5 mg, 7.5 mg",Tier 1,
"meprobamate oral tablet 200 mg, 400 mg",Tier 1,
"EQUETRO ORAL CAPSULE, ER MULTIPHASE 12 HR 100 MG, 300 MG",Tier 2,
"EQUETRO ORAL CAPSULE, ER MULTIPHASE 12 HR 200 MG",Tier 3,
"lithium carbonate oral capsule 150 mg, 300 mg, 600 mg",Tier 1,
lithium carbonate oral tablet 300 mg,Tier 1,
lithium carbonate oral tablet extended release(Lithobid) 300 mg,Tier 1,
lithium carbonate oral tablet extended release 450 mg,Tier 1,
lithium citrate oral solution 8 meq/5 ml,Tier 1,
LITHOBID ORAL TABLET EXTENDED RELEASE 300 MG,Tier 3,
"pimozide oral tablet 1 mg, 2 mg",Tier 1,
aripiprazole oral solution 1 mg/ml,Tier 1,PA
"aripiprazole oral tablet 10 mg, 15 mg, 2 mg, 20(Abilify) mg, 30 mg, 5 mg",Tier 1,
"aripiprazole oral tablet,disintegrating 10 mg, 15 mg",Tier 1,PA
"loxapine succinate oral capsule 10 mg, 25 mg, 5 mg, 50 mg",Tier 1,
"clozapine oral tablet 100 mg, 25 mg(Clozaril)",Tier 1,
"clozapine oral tablet 200 mg, 50 mg",Tier 1,
"clozapine oral tablet,disintegrating 100 mg, 25(FazaClo) mg",Tier 1,
"clozapine oral tablet,disintegrating 12.5 mg,(FazaClo) 150 mg, 200 mg",Tier 2,
"olanzapine oral tablet 10 mg, 15 mg, 2.5 mg,(Zyprexa) 20 mg, 5 mg, 7.5 mg",Tier 1,
"olanzapine oral tablet,disintegrating 10 mg, 15(Zyprexa Zydis) mg, 20 mg, 5 mg",Tier 1,
"quetiapine oral tablet 100 mg, 200 mg, 25 mg,(Seroquel) 300 mg, 400 mg, 50 mg",Tier 1,
"quetiapine oral tablet extended release 24 hr(Seroquel XR) 150 mg, 200 mg, 300 mg, 400 mg, 50 mg",Tier 1,
risperidone oral solution 1 mg/ml(Risperdal),Tier 1,
"risperidone oral tablet 0.25 mg, 0.5 mg, 1 mg,(Risperdal) 2 mg, 3 mg, 4 mg",Tier 1,
"risperidone oral tablet,disintegrating 0.25 mg, 0.5 mg, 1 mg, 2 mg, 3 mg, 4 mg",Tier 1,
"ziprasidone hcl oral capsule 20 mg, 40 mg, 60(Geodon) mg, 80 mg",Tier 1,
"thiothixene oral capsule 1 mg, 10 mg, 2 mg, 5 mg",Tier 1,
haloperidol lactate oral concentrate 2 mg/ml,Tier 1,
"haloperidol oral tablet 0.5 mg, 1 mg, 10 mg, 2 mg, 20 mg, 5 mg",Tier 1,
"chlorpromazine oral tablet 10 mg, 100 mg, 200 mg, 25 mg, 50 mg",Tier 1,
"fluphenazine hcl oral tablet 1 mg, 10 mg, 2.5 mg, 5 mg",Tier 1,
"perphenazine oral tablet 16 mg, 2 mg, 4 mg, 8 mg",Tier 1,
"thioridazine oral tablet 10 mg, 100 mg, 25 mg, 50 mg",Tier 1,
"trifluoperazine oral tablet 1 mg, 10 mg, 2 mg, 5 mg",Tier 1,
phenobarbital oral elixir 20 mg/5 ml (4 mg/ml),Tier 1,
"phenobarbital oral tablet 100 mg, 15 mg, 16.2 mg, 30 mg, 32.4 mg, 60 mg, 64.8 mg, 97.2 mg",Tier 1,
SECONAL SODIUM ORAL CAPSULE 100 MG,Tier 2,
ROZEREM ORAL TABLET 8 MG,Tier 2,PA; BRAND COVERED AT GENERIC COPAY; QL (1 EA per 1 day)
"modafinil oral tablet 100 mg, 200 mg(Provigil)",Tier 1,PA; QL (2 EA per 1 day)
naloxone injection syringe 1 mg/ml,Tier 1,
naltrexone oral tablet 50 mg,Tier 1,
"estazolam oral tablet 1 mg, 2 mg",Tier 1,
"flurazepam oral capsule 15 mg, 30 mg",Tier 1,
"temazepam oral capsule 15 mg, 22.5 mg, 30(Restoril) mg, 7.5 mg",Tier 1,
triazolam oral tablet 0.125 mg,Tier 1,
triazolam oral tablet 0.25 mg(Halcion),Tier 1,
NIGHTIME SLEEP ORAL CAPSULE 50 MG,Tier 1,
NIGHTTIME SLEEP AID (DIPHEN) ORAL CAPSULE 50 MG,Tier 1,
SLEEP AID (DIPHENHYDRAMINE) ORAL CAPSULE 50 MG,Tier 1,
SLEEP AID MAX STR (DIPHENHYDR) ORAL CAPSULE 50 MG,Tier 1,
SLEEPING ORAL CAPSULE 50 MG,Tier 1,
UNISOM SLEEPGELS ORAL CAPSULE 50 MG,Tier 1,
WAL-SOM (DIPHENHYDRAMINE) ORAL CAPSULE 50 MG,Tier 1,
"zaleplon oral capsule 10 mg, 5 mg",Tier 1,
"zolpidem oral tablet 10 mg, 5 mg(Ambien)",Tier 1,QL (1 EA per 1 day)
olanzapine-fluoxetine oral capsule 12-25 mg,Tier 1,
"olanzapine-fluoxetine oral capsule 12-50 mg,(Symbyax) 3-25 mg, 6-25 mg, 6-50 mg",Tier 1,
"guanfacine oral tablet extended release 24 hr(Intuniv ER) 1 mg, 2 mg, 3 mg, 4 mg",Tier 1,
"dexmethylphenidate oral tablet 10 mg, 2.5 mg,(Focalin) 5 mg",Tier 1,
METADATE ER ORAL TABLET EXTENDED RELEASE 20 MG,Tier 1,
"methylphenidate hcl oral capsule, er biphasic 30-70 10 mg, 20 mg, 30 mg, 40 mg, 50 mg, 60 mg",Tier 1,
"methylphenidate hcl oral capsule,er biphasic(Ritalin LA) 50-50 20 mg, 30 mg, 40 mg",Tier 1,
"methylphenidate hcl oral solution 10 mg/5 ml,(Methylin) 5 mg/5 ml",Tier 1,
"methylphenidate hcl oral tablet 10 mg, 20 mg,(Ritalin) 5 mg",Tier 1,
methylphenidate hcl oral tablet extended release 10 mg,Tier 1,
methylphenidate hcl oral tablet extended(Metadate ER) release 20 mg,Tier 1,
"methylphenidate hcl oral tablet extended(Concerta) release 24hr 18 mg, 27 mg, 36 mg, 54 mg",Tier 1,
"atomoxetine oral capsule 10 mg, 100 mg, 18(Strattera) mg, 25 mg, 40 mg, 60 mg, 80 mg",Tier 2,
"amiodarone oral tablet 100 mg, 200 mg, 400(Pacerone) mg",Tier 1,
"disopyramide phosphate oral capsule 100 mg,(Norpace) 150 mg",Tier 1,
"dofetilide oral capsule 125 mcg, 250 mcg, 500(Tikosyn) mcg",Tier 1,
"flecainide oral tablet 100 mg, 150 mg, 50 mg",Tier 1,
"mexiletine oral capsule 150 mg, 200 mg, 250 mg",Tier 1,
MULTAQ ORAL TABLET 400 MG,Tier 2,
"NORPACE CR ORAL CAPSULE, EXTENDED RELEASE 100 MG, 150 MG",Tier 2,
"PACERONE ORAL TABLET 100 MG, 200 MG, 400 MG",Tier 1,
"propafenone oral capsule,extended release 12(Rythmol SR) hr 225 mg, 325 mg, 425 mg",Tier 1,
"propafenone oral tablet 150 mg, 225 mg, 300 mg",Tier 1,
quinidine gluconate oral tablet extended release 324 mg,Tier 1,
"quinidine sulfate oral tablet 200 mg, 300 mg",Tier 1,
"DIGITEK ORAL TABLET 125 MCG (0.125 MG), 250 MCG (0.25 MG)",Tier 1,
"DIGOX ORAL TABLET 125 MCG (0.125 MG), 250 MCG (0.25 MG)",Tier 1,
digoxin oral solution 50 mcg/ml (0.05 mg/ml),Tier 1,
"digoxin oral tablet 125 mcg (0.125 mg), 250(Digitek) mcg (0.25 mg)",Tier 1,
"amlodipine-benazepril oral capsule 10-20 mg,(Lotrel) 10-40 mg, 5-10 mg, 5-20 mg, 5-40 mg",Tier 1,
amlodipine-benazepril oral capsule 2.5-10 mg,Tier 1,
"trandolapril-verapamil oral tablet, ir - er, biphasic 24hr 1-240 mg",Tier 1,
"trandolapril-verapamil oral tablet, ir - er,(Tarka) biphasic 24hr 2-180 mg, 2-240 mg, 4-240 mg",Tier 1,
"benazepril-hydrochlorothiazide oral tablet 10-(Lotensin HCT) 12.5 mg, 20-12.5 mg, 20-25 mg",Tier 1,
benazepril-hydrochlorothiazide oral tablet 5- 6.25 mg,Tier 1,
"captopril-hydrochlorothiazide oral tablet 25-15 mg, 25-25 mg, 50-15 mg, 50-25 mg",Tier 1,
enalapril-hydrochlorothiazide oral tablet 10-25(Vaseretic) mg,Tier 1,
enalapril-hydrochlorothiazide oral tablet 5-12.5 mg,Tier 1,
"fosinopril-hydrochlorothiazide oral tablet 10- 12.5 mg, 20-12.5 mg",Tier 1,
"lisinopril-hydrochlorothiazide oral tablet 10-(Zestoretic) 12.5 mg, 20-12.5 mg, 20-25 mg",Tier 1,
"quinapril-hydrochlorothiazide oral tablet 10-(Accuretic) 12.5 mg, 20-12.5 mg, 20-25 mg",Tier 1,
"carvedilol oral tablet 12.5 mg, 25 mg, 3.125(Coreg) mg, 6.25 mg",Tier 1,
"labetalol oral tablet 100 mg, 200 mg, 300 mg",Tier 1,
"doxazosin oral tablet 1 mg, 2 mg, 4 mg, 8 mg(Cardura)",Tier 1,
phenoxybenzamine oral capsule 10 mg(Dibenzyline),Tier 1,
"prazosin oral capsule 1 mg, 2 mg, 5 mg(Minipress)",Tier 1,
"terazosin oral capsule 1 mg, 10 mg, 2 mg, 5 mg",Tier 1,
"amlodipine-valsartan-hcthiazid oral tablet 10-(Exforge HCT) 160-12.5 mg, 10-160-25 mg, 10-320-25 mg, 5- 160-12.5 mg, 5-160-25 mg",Tier 1,
"candesartan-hydrochlorothiazid oral tablet 16-(Atacand HCT) 12.5 mg, 32-12.5 mg, 32-25 mg",Tier 1,
"irbesartan-hydrochlorothiazide oral tablet 150-(Avalide) 12.5 mg, 300-12.5 mg",Tier 1,
"losartan-hydrochlorothiazide oral tablet 100-(Hyzaar) 12.5 mg, 100-25 mg, 50-12.5 mg",Tier 1,
"valsartan-hydrochlorothiazide oral tablet 160-(Diovan HCT) 12.5 mg, 160-25 mg, 320-12.5 mg, 320-25 mg, 80-12.5 mg",Tier 1,
"amlodipine-valsartan oral tablet 10-160 mg,(Exforge) 10-320 mg, 5-160 mg, 5-320 mg",Tier 1,
"telmisartan-amlodipine oral tablet 40-10 mg,(Twynsta) 40-5 mg, 80-10 mg, 80-5 mg",Tier 1,
"benazepril oral tablet 10 mg, 20 mg, 40 mg(Lotensin)",Tier 1,
benazepril oral tablet 5 mg,Tier 1,
"captopril oral tablet 100 mg, 12.5 mg, 25 mg, 50 mg",Tier 1,
"enalapril maleate oral tablet 10 mg, 2.5 mg, 20(Vasotec) mg, 5 mg",Tier 1,
EPANED ORAL SOLUTION 1 MG/ML,Tier 3,PA
"fosinopril oral tablet 10 mg, 20 mg, 40 mg",Tier 1,
"lisinopril oral tablet 10 mg, 20 mg, 5 mg(Prinivil)",Tier 1,
"lisinopril oral tablet 2.5 mg, 30 mg, 40 mg(Zestril)",Tier 1,
"moexipril oral tablet 15 mg, 7.5 mg",Tier 1,
"perindopril erbumine oral tablet 2 mg, 4 mg, 8 mg",Tier 1,
"quinapril oral tablet 10 mg, 20 mg, 40 mg, 5(Accupril) mg",Tier 1,
"ramipril oral capsule 1.25 mg, 10 mg, 2.5 mg,(Altace) 5 mg",Tier 1,
"trandolapril oral tablet 1 mg, 2 mg, 4 mg",Tier 1,
"candesartan oral tablet 16 mg, 32 mg, 4 mg, 8(Atacand) mg",Tier 1,
"irbesartan oral tablet 150 mg, 300 mg, 75 mg(Avapro)",Tier 1,
"losartan oral tablet 100 mg, 25 mg, 50 mg(Cozaar)",Tier 1,
"valsartan oral tablet 160 mg, 320 mg, 40 mg,(Diovan) 80 mg",Tier 1,
"clonidine hcl oral tablet 0.1 mg, 0.2 mg, 0.3(Catapres) mg",Tier 1,
clonidine transdermal patch weekly 0.1 mg/24(Catapres-TTS-1) hr,Tier 1,
clonidine transdermal patch weekly 0.2 mg/24(Catapres-TTS-2) hr,Tier 1,
clonidine transdermal patch weekly 0.3 mg/24(Catapres-TTS-3) hr,Tier 1,
"guanfacine oral tablet 1 mg, 2 mg",Tier 1,
"methyldopa oral tablet 250 mg, 500 mg",Tier 1,
"methyldopa-hydrochlorothiazide oral tablet 250-15 mg, 250-25 mg",Tier 1,
"hydralazine oral tablet 10 mg, 100 mg, 25 mg, 50 mg",Tier 1,
"minoxidil oral tablet 10 mg, 2.5 mg",Tier 1,
"acebutolol oral capsule 200 mg, 400 mg",Tier 1,
"atenolol oral tablet 100 mg, 25 mg, 50 mg(Tenormin)",Tier 1,
"betaxolol oral tablet 10 mg, 20 mg",Tier 1,
"bisoprolol fumarate oral tablet 10 mg, 5 mg",Tier 1,
"BYSTOLIC ORAL TABLET 10 MG, 2.5 MG, 20 MG, 5 MG",Tier 2,
"INDERAL XL ORAL CAPSULE,EXTENDED RELEASE 24HR 120 MG, 80 MG",Tier 1,
"INNOPRAN XL ORAL CAPSULE,EXTENDED RELEASE 24HR 120 MG, 80 MG",Tier 1,
"metoprolol succinate oral tablet extended(Toprol XL) release 24 hr 100 mg, 200 mg, 25 mg, 50 mg",Tier 1,
"metoprolol tartrate oral tablet 100 mg, 50 mg(Lopressor)",Tier 1,
metoprolol tartrate oral tablet 25 mg,Tier 1,
"propranolol oral capsule,extended release 24(Inderal LA) hr 120 mg, 160 mg, 60 mg, 80 mg",Tier 1,
"propranolol oral solution 20 mg/5 ml (4 mg/ml), 40 mg/5 ml (8 mg/ml)",Tier 1,
"propranolol oral tablet 10 mg, 20 mg, 40 mg, 60 mg, 80 mg",Tier 1,
"SORINE ORAL TABLET 120 MG, 160 MG, 240 MG, 80 MG",Tier 1,
"SOTALOL AF ORAL TABLET 120 MG, 160 MG, 80 MG",Tier 1,
"sotalol oral tablet 120 mg, 160 mg, 240 mg, 80(Betapace) mg",Tier 1,
atenolol-chlorthalidone oral tablet 100-25 mg(Tenoretic 100),Tier 1,
atenolol-chlorthalidone oral tablet 50-25 mg(Tenoretic 50),Tier 1,
"bisoprolol-hydrochlorothiazide oral tablet 10-(Ziac) 6.25 mg, 2.5-6.25 mg, 5-6.25 mg",Tier 1,
"DUTOPROL ORAL TABLET EXTENDED RELEASE 24 HR 100-12.5 MG, 25-12.5 MG, 50-12.5 MG",Tier 2,
"metoprolol su-hydrochlorothiaz oral tablet(Dutoprol) extended release 24 hr 100-12.5 mg, 25-12.5 mg",Tier 2,
"metoprolol ta-hydrochlorothiaz oral tablet 100- 25 mg, 100-50 mg",Tier 1,
metoprolol ta-hydrochlorothiaz oral tablet 50-(Lopressor HCT) 25 mg,Tier 1,
"propranolol-hydrochlorothiazid oral tablet 40- 25 mg, 80-25 mg",Tier 1,
"amlodipine oral tablet 10 mg, 2.5 mg, 5 mg(Norvasc)",Tier 1,
"CARTIA XT ORAL CAPSULE,EXTENDED RELEASE 24HR 120 MG, 180 MG, 240 MG, 300 MG",Tier 1,
"diltiazem hcl oral capsule,ext.rel 24h(DILT-XR) degradable 180 mg, 240 mg",Tier 1,
"diltiazem hcl oral capsule,extended release 12 hr 120 mg, 60 mg, 90 mg",Tier 1,
"diltiazem hcl oral capsule,extended release 24(Taztia XT) hr 120 mg, 180 mg, 240 mg, 300 mg, 360 mg",Tier 1,
"diltiazem hcl oral capsule,extended release 24(Tiazac) hr 420 mg",Tier 1,
"diltiazem hcl oral capsule,extended release(Cardizem CD) 24hr 120 mg, 180 mg, 240 mg, 300 mg, 360 mg",Tier 1,
"diltiazem hcl oral tablet 120 mg, 30 mg, 60 mg(Cardizem)",Tier 1,
diltiazem hcl oral tablet 90 mg,Tier 1,
"diltiazem hcl oral tablet extended release 24 hr(Cardizem LA) 180 mg, 240 mg, 300 mg, 360 mg, 420 mg",Tier 1,
"DILT-XR ORAL CAPSULE,EXT.REL 24H DEGRADABLE 120 MG, 180 MG, 240 MG",Tier 1,
"felodipine oral tablet extended release 24 hr 10 mg, 2.5 mg, 5 mg",Tier 1,
"isradipine oral capsule 2.5 mg, 5 mg",Tier 1,
"MATZIM LA ORAL TABLET EXTENDED RELEASE 24 HR 180 MG, 240 MG, 300 MG, 360 MG, 420 MG",Tier 1,
"nicardipine oral capsule 20 mg, 30 mg",Tier 1,
nifedipine oral capsule 10 mg(Procardia),Tier 1,
nifedipine oral capsule 20 mg,Tier 1,
"nifedipine oral tablet extended release 24hr 30(Procardia XL) mg, 60 mg, 90 mg",Tier 1,
"nifedipine oral tablet extended release 30 mg,(Adalat CC) 60 mg, 90 mg",Tier 1,
nimodipine oral capsule 30 mg,Tier 1,
"nisoldipine oral tablet extended release 24 hr(Sular) 17 mg, 34 mg, 8.5 mg",Tier 1,
"nisoldipine oral tablet extended release 24 hr 20 mg, 25.5 mg, 30 mg, 40 mg",Tier 1,
"TAZTIA XT ORAL CAPSULE,EXTENDED RELEASE 24 HR 120 MG, 180 MG, 240 MG, 300 MG, 360 MG",Tier 1,
"verapamil oral capsule, 24 hr er pellet ct 100(Verelan PM) mg, 200 mg, 300 mg",Tier 1,
"verapamil oral capsule,ext rel. pellets 24 hr(Verelan) 120 mg, 180 mg, 240 mg, 360 mg",Tier 1,
verapamil oral tablet 120 mg(Calan),Tier 1,
"verapamil oral tablet 40 mg, 80 mg",Tier 1,
"verapamil oral tablet extended release 120(Calan SR) mg, 180 mg, 240 mg",Tier 1,
"bumetanide oral tablet 0.5 mg, 1 mg, 2 mg",Tier 1,
ethacrynic acid oral tablet 25 mg(Edecrin),Tier 1,
"furosemide oral solution 10 mg/ml, 40 mg/5 ml (8 mg/ml)",Tier 1,
"furosemide oral tablet 20 mg, 40 mg, 80 mg(Lasix)",Tier 1,
"torsemide oral tablet 10 mg, 100 mg, 20 mg, 5 mg",Tier 1,
amiloride oral tablet 5 mg,Tier 1,
"eplerenone oral tablet 25 mg, 50 mg(Inspra)",Tier 1,
"spironolactone oral tablet 100 mg, 25 mg, 50(Aldactone) mg",Tier 1,
amiloride-hydrochlorothiazide oral tablet 5-50 mg,Tier 1,
spironolacton-hydrochlorothiaz oral tablet 25-(Aldactazide) 25 mg,Tier 1,
triamterene-hydrochlorothiazid oral capsule(Dyazide) 37.5-25 mg,Tier 1,
triamterene-hydrochlorothiazid oral tablet(Maxzide-25mg) 37.5-25 mg,Tier 1,
triamterene-hydrochlorothiazid oral tablet 75-(Maxzide) 50 mg,Tier 1,
ALYQ ORAL TABLET 20 MG,Tier 4,PA
sildenafil (antihypertensive) oral tablet 20 mg(Revatio),Tier 1,PA
tadalafil (antihypertensive) oral tablet 20 mg(Adcirca),Tier 4,PA
"LETAIRIS ORAL TABLET 10 MG, 5 MG",Tier 4,PA; QL (1 EA per 1 day)
OPSUMIT ORAL TABLET 10 MG,Tier 4,PA; QL (1 EA per 1 day)
"TRACLEER ORAL TABLET 125 MG, 62.5 MG",Tier 4,PA; QL (2 EA per 1 day)
"chlorothiazide oral tablet 250 mg, 500 mg",Tier 1,
"chlorthalidone oral tablet 25 mg, 50 mg",Tier 1,
DIURIL ORAL SUSPENSION 250 MG/5 ML,Tier 2,
hydrochlorothiazide oral capsule 12.5 mg(Microzide),Tier 1,
"hydrochlorothiazide oral tablet 12.5 mg, 25 mg, 50 mg",Tier 1,
"indapamide oral tablet 1.25 mg, 2.5 mg",Tier 1,
methyclothiazide oral tablet 5 mg,Tier 1,
"metolazone oral tablet 10 mg, 2.5 mg, 5 mg",Tier 1,
"atorvastatin oral tablet 10 mg, 20 mg(Lipitor)",$0,
"atorvastatin oral tablet 40 mg, 80 mg(Lipitor)",Tier 1,
fluvastatin oral tablet extended release 24 hr(Lescol XL) 80 mg,Tier 1,PA
"lovastatin oral tablet 10 mg, 20 mg, 40 mg",$0,
"pravastatin oral tablet 10 mg, 80 mg",$0,
"pravastatin oral tablet 20 mg, 40 mg(Pravachol)",$0,
"rosuvastatin oral tablet 10 mg, 5 mg(Crestor)",$0,QL (1 EA per 1 day)
"rosuvastatin oral tablet 20 mg, 40 mg(Crestor)",Tier 1,QL (1 EA per 1 day)
"simvastatin oral tablet 10 mg, 20 mg, 40 mg(Zocor)",$0,
simvastatin oral tablet 5 mg,$0,
REPATHA SURECLICK SUBCUTANEOUS PEN INJECTOR 140 MG/ML,Tier 4,PA; QL (3 ML per 28 days)
REPATHA SYRINGE SUBCUTANEOUS SYRINGE 140 MG/ML,Tier 4,PA; QL (3 ML per 28 days)
cholestyramine (with sugar) oral powder 4(Questran) gram,Tier 1,
cholestyramine (with sugar) oral powder in(Questran) packet 4 gram,Tier 1,
CHOLESTYRAMINE LIGHT ORAL POWDER 4 GRAM,Tier 1,
CHOLESTYRAMINE LIGHT ORAL POWDER IN PACKET 4 GRAM,Tier 1,
colesevelam oral powder in packet 3.75 gram(WelChol),Tier 2,
colesevelam oral tablet 625 mg(WelChol),Tier 2,
COLESTID FLAVORED ORAL PACKET 7.5 GRAM,Tier 3,
colestipol oral granules 5 gram(Colestid),Tier 1,
colestipol oral packet 5 gram(Colestid),Tier 1,
colestipol oral tablet 1 gram(Colestid),Tier 1,
PREVALITE ORAL POWDER 4 GRAM,Tier 1,
PREVALITE ORAL POWDER IN PACKET 4 GRAM,Tier 1,
ezetimibe oral tablet 10 mg(Zetia),Tier 2,QL (1 EA per 1 day)
"fenofibrate micronized oral capsule 130 mg, 134 mg, 200 mg, 43 mg, 67 mg",Tier 1,
"fenofibrate nanocrystallized oral tablet 145(Tricor) mg, 48 mg",Tier 1,
"fenofibrate oral tablet 120 mg, 40 mg(Fenoglide)",Tier 1,
"fenofibrate oral tablet 160 mg, 54 mg",Tier 1,
"fenofibric acid (choline) oral capsule,delayed(Trilipix) release(dr/ec) 135 mg, 45 mg",Tier 1,
gemfibrozil oral tablet 600 mg(Lopid),Tier 1,
"niacin oral tablet extended release 24 hr 1,000(Niaspan Extended- mg, 500 mg, 750 mgRelease)",Tier 2,
NIACOR ORAL TABLET 500 MG,Tier 1,
omega-3 acid ethyl esters oral capsule 1 gram(Lovaza),Tier 1,
TRIKLO ORAL CAPSULE 1 GRAM,Tier 1,
VASCEPA ORAL CAPSULE 0.5 GRAM,Tier 3,PA; QL (240 EA per 30 days)
VASCEPA ORAL CAPSULE 1 GRAM,Tier 3,PA; QL (120 EA per 30 days)
"midodrine oral tablet 10 mg, 2.5 mg, 5 mg",Tier 1,
"ENTRESTO ORAL TABLET 24-26 MG, 49-51 MG, 97-103 MG",Tier 2,PA
"ranolazine oral tablet extended release 12 hr(Ranexa) 1,000 mg, 500 mg",Tier 1,
CORLANOR ORAL SOLUTION 5 MG/5 ML,Tier 3,PA; QL (20 ML per 1 day)
"CORLANOR ORAL TABLET 5 MG, 7.5 MG",Tier 3,PA
"amlodipine-atorvastatin oral tablet 10-10 mg,(Caduet) 10-20 mg, 10-40 mg, 10-80 mg, 5-10 mg, 5-20 mg, 5-40 mg, 5-80 mg",Tier 1,
"amlodipine-atorvastatin oral tablet 2.5-10 mg, 2.5-20 mg, 2.5-40 mg",Tier 1,
"isosorbide dinitrate oral tablet 10 mg, 20 mg, 30 mg",Tier 1,
isosorbide dinitrate oral tablet 5 mg(Isordil Titradose),Tier 1,
isosorbide dinitrate oral tablet extended(ISOCHRON) release 40 mg,Tier 1,
"isosorbide mononitrate oral tablet 10 mg, 20 mg",Tier 1,
"isosorbide mononitrate oral tablet extended release 24 hr 120 mg, 30 mg, 60 mg",Tier 1,
"MINITRAN TRANSDERMAL PATCH 24 HOUR 0.1 MG/HR, 0.2 MG/HR, 0.4 MG/HR, 0.6 MG/HR",Tier 1,
"NITRO-DUR TRANSDERMAL PATCH 24 HOUR 0.3 MG/HR, 0.8 MG/HR",Tier 2,
"nitroglycerin oral capsule, extended release(Nitro-Time) 2.5 mg, 6.5 mg, 9 mg",Tier 1,
"nitroglycerin sublingual tablet 0.3 mg, 0.4 mg,(Nitrostat) 0.6 mg",Tier 1,
"nitroglycerin transdermal patch 24 hour 0.1(Minitran) mg/hr, 0.2 mg/hr, 0.4 mg/hr, 0.6 mg/hr",Tier 1,
"NITRO-TIME ORAL CAPSULE, EXTENDED RELEASE 2.5 MG, 6.5 MG, 9 MG",Tier 1,
ergoloid oral tablet 1 mg,Tier 1,
NUVARING VAGINAL RING 0.12-0.015 MG/24 HR,$0,
DEPO-SUBQ PROVERA 104 SUBCUTANEOUS SYRINGE 104 MG/0.65 ML,$0,QL (1 ML per 90 days)
medroxyprogesterone intramuscular(Depo-Provera) suspension 150 mg/ml,$0,QL (1 ML per 90 days)
medroxyprogesterone intramuscular syringe(Depo-Provera) 150 mg/ml,$0,QL (1 ML per 90 days)
GYNOL II VAGINAL GEL 3 %,$0,
"TODAY CONTRACEPTIVE SPONGE VAGINAL CONTRACEPTIVE SPONGE 1,000 MG",$0,
VAGINAL CONTRACEPTIVE FILM VAGINAL FILM 28 %,$0,
VAGINAL CONTRACEPTIVE FOAM VAGINAL FOAM 12.5 %,$0,
VCF CONTRACEPTIVE FILM VAGINAL FILM 28 %,$0,
VCF CONTRACEPTIVE GEL VAGINAL GEL 4 %,$0,
AFIRMELLE ORAL TABLET 0.1-20 MG-MCG,$0,
AFTERA ORAL TABLET 1.5 MG,$0,
ALTAVERA (28) ORAL TABLET 0.15-0.03 MG,$0,
ALYACEN 1/35 (28) ORAL TABLET 1-35 MG- MCG,$0,
ALYACEN 7/7/7 (28) ORAL TABLET 0.5/0.75/1 MG- 35 MCG,$0,
"AMETHIA LO ORAL TABLETS,DOSE PACK,3 MONTH 0.10 MG-20 MCG (84)/10 MCG (7)",$0,
"AMETHIA ORAL TABLETS,DOSE PACK,3 MONTH 0.15 MG-30 MCG (84)/10 MCG (7)",$0,
APRI ORAL TABLET 0.15-0.03 MG,$0,
ARANELLE (28) ORAL TABLET 0.5/1/0.5-35 MG-MCG,$0,
"ASHLYNA ORAL TABLETS,DOSE PACK,3 MONTH 0.15 MG-30 MCG (84)/10 MCG (7)",$0,
AUBRA EQ ORAL TABLET 0.1-20 MG-MCG,$0,
AUBRA ORAL TABLET 0.1-20 MG-MCG,$0,
AUROVELA 1.5/30 (21) ORAL TABLET 1.5- 30 MG-MCG,$0,
AUROVELA 1/20 (21) ORAL TABLET 1-20 MG-MCG,$0,
AUROVELA 24 FE ORAL TABLET 1 MG-20 MCG (24)/75 MG (4),$0,
AUROVELA FE 1.5/30 (28) ORAL TABLET 1.5 MG-30 MCG (21)/75 MG (7),$0,
AUROVELA FE 1-20 (28) ORAL TABLET 1 MG-20 MCG (21)/75 MG (7),$0,
AVIANE ORAL TABLET 0.1-20 MG-MCG,$0,
AYUNA ORAL TABLET 0.15-0.03 MG,$0,
AZURETTE (28) ORAL TABLET 0.15-0.02 MGX21 /0.01 MG X 5,$0,
BALZIVA (28) ORAL TABLET 0.4-35 MG- MCG,$0,
BEKYREE (28) ORAL TABLET 0.15-0.02 MGX21 /0.01 MG X 5,$0,
BLISOVI 24 FE ORAL TABLET 1 MG-20 MCG (24)/75 MG (4),$0,
BLISOVI FE 1.5/30 (28) ORAL TABLET 1.5 MG-30 MCG (21)/75 MG (7),$0,
